locname,nfil,alias,xcr,ycr,firstdate,lastdate,nyears,yearspan
B17F0160,1,17FL0047,258810.0,542840.0,1989-11-14,2004-06-28,16,16
B17F0161,1,17FL0048,258020.0,542240.0,1989-11-14,2009-12-14,21,21
B17F0162,1,17FL0051,254820.0,545820.0,1990-10-15,2017-06-28,28,28
B17F0163,1,17FL0052,250460.0,544260.0,1990-10-15,2014-11-28,25,25
B17F0164,1,17FL0057,250190.0,538290.0,1991-05-14,2019-08-26,28,29
B17F0165,1,17FL0058,252745.0,538600.0,1991-05-29,2009-02-27,19,19
B17F1316,1,,251290.0,542090.0,1994-01-13,2012-06-25,19,19
B17F1318,1,,250340.0,539872.0,2008-10-01,2013-06-06,6,6
B17F1709,1,,257957.0,539688.0,2016-12-14,2017-06-28,2,2
B17F1710,1,,258495.0,540003.0,2016-12-14,2017-06-28,2,2
B17F1711,1,,257950.0,540700.0,2016-12-14,2017-06-28,2,2
B17G0003,1,17GB0003,243300.0,533480.0,1951-10-15,2012-11-14,62,62
B17G0005,1,17GB0005,244800.0,534190.0,1951-10-15,2012-11-14,62,62
B17G0006,1,17GB0006,244830.0,536870.0,1951-10-15,2012-11-14,62,62
B17G0007,1,17GB0007,246500.0,533180.0,1951-10-15,2012-11-14,62,62
B17G0014,1,17GB0014,242840.0,529480.0,1952-11-28,2017-06-29,66,66
B17G0016,1,17GB0016,244630.0,531190.0,1952-11-28,2012-11-14,61,61
B17G0022,2,17GP0022,240200.0,525180.0,1971-11-12,1993-12-14,23,23
B17G0023,2,17GP0023,245830.0,528940.0,1973-09-11,2019-09-03,47,47
B17G0024,1,17GP0024,248570.0,525290.0,1973-09-11,2017-06-29,45,45
B17G0026,1,17GB0026,249910.0,534950.0,1951-10-15,2012-11-14,62,62
B17G0042,1,17GP0042,242940.0,526810.0,1975-04-28,2019-09-03,42,45
B17G0048,1,17GP0048,241740.0,536660.0,1975-02-24,2019-08-22,38,45
B17G0064,3,17GP0064,245820.0,526160.0,1981-11-27,2017-06-29,37,37
B17G0070,9,17GP0070,248720.0,531550.0,1981-10-29,2017-06-29,37,37
B17G0072,4,17GP0072,247800.0,532320.0,1983-03-28,2019-08-26,37,37
B17G0073,4,17GP0073,248540.0,531360.0,1983-06-27,2017-06-29,35,35
B17G0074,4,17GP0074,248810.0,530010.0,1983-03-28,2017-06-29,35,35
B17G0075,4,17GP0075,248720.0,530855.0,1983-05-13,2017-06-29,35,35
B17G0076,4,17GP0076,247750.0,531480.0,1983-04-14,2017-06-29,35,35
B17G0077,4,17GP0077,249110.0,532310.0,1983-04-14,2017-06-29,35,35
B17G0078,4,17GP0078,246580.0,530930.0,1983-06-14,2017-06-29,35,35
B17G0079,2,17GP0079,249980.0,532940.0,1987-01-28,2017-06-29,31,31
B17G0080,2,17GP0080,247340.0,531180.0,1987-01-28,2017-06-29,31,31
B17G0081,2,17GP0081,249810.0,531150.0,1987-01-28,2017-06-29,31,31
B17G0082,2,17GP0082,249210.0,531550.0,1987-01-28,2017-06-29,31,31
B17G0111,1,17GA3014,243639.0,536811.0,1994-01-13,2013-06-05,20,20
B17G0113,1,17GA3020,248678.0,536486.0,1994-01-13,2013-06-06,20,20
B17G0116,1,17GA3023,248456.0,531808.0,1994-01-13,2013-06-05,20,20
B17G0119,1,17GP0018,249380.0,536040.0,1974-01-24,1991-05-14,18,18
B17G0120,1,17GP0025,249680.0,534230.0,1974-01-24,1991-04-29,18,18
B17G0121,1,17GP0031,245800.0,527190.0,1975-04-28,1999-10-28,25,25
B17G0122,1,17GP0032,245780.0,527191.0,1975-04-28,1999-10-28,25,25
B17G0123,1,17GP0040,248470.0,533210.0,1987-01-28,2017-06-29,31,31
B17G0124,2,17GP0041,247640.0,532120.0,1983-03-28,2017-06-29,35,35
B17G0125,2,17GP0043,249180.0,531600.0,1983-03-28,2017-06-29,35,35
B17G0126,2,17GP0044,246150.0,531080.0,1987-01-28,2017-06-29,31,31
B17G0127,1,17GP0045,247940.0,530900.0,1983-03-28,2017-06-29,35,35
B17G0128,2,17GP0046,249350.0,530640.0,1983-03-28,2017-06-29,35,35
B17G0131,1,17GL0001,245470.0,537470.0,1952-08-28,1969-04-28,16,18
B17G0132,1,17GL0001,245450.0,537440.0,1969-11-14,2004-12-13,36,36
B17G0133,1,17GL0002,247600.0,537410.0,1952-08-28,1964-10-14,11,13
B17G0134,1,17GL0002,247620.0,537440.0,1965-09-15,1969-12-14,5,5
B17G0135,1,17GL0002,247640.0,537420.0,1970-10-14,1974-10-14,5,5
B17G0136,1,17GL0002,247510.0,537240.0,1975-04-28,1993-08-30,19,19
B17G0137,1,17GL0004,240200.0,535220.0,1952-12-15,2000-08-28,48,49
B17G0138,1,17GL0008,245430.0,534800.0,1971-04-14,1986-09-15,16,16
B17G0139,1,17GL0008,245420.0,534800.0,1986-09-29,1988-05-28,3,3
B17G0140,1,17GL0009,245610.0,534740.0,1952-08-28,1974-12-13,21,23
B17G0141,1,17GL0009,245620.0,534760.0,1975-04-28,1985-12-12,11,11
B17G0142,1,17GL0009,245590.0,534720.0,1986-08-28,2013-03-06,28,28
B17G0143,1,17GL0010,248360.0,533880.0,1952-08-28,1967-12-14,14,16
B17G0144,1,17GL0010,248280.0,533970.0,1968-08-28,1970-01-14,3,3
B17G0145,1,17GL0010,248580.0,534240.0,1972-04-28,1985-04-26,14,14
B17G0146,1,17GL0010,248600.0,534260.0,1985-08-29,2012-05-21,28,28
B17G0147,1,17GL0011,247560.0,532790.0,1952-12-15,1955-10-14,4,4
B17G0148,1,17GL0011,247570.0,532820.0,1957-10-14,1976-06-28,20,20
B17G0149,1,17GL0011,247555.0,532794.0,1976-07-14,2013-06-05,38,38
B17G0150,1,17GL0012,245020.0,531820.0,1952-12-15,1955-12-14,4,4
B17G0151,1,17GL0012,245040.0,531820.0,1957-10-14,1963-12-13,7,7
B17G0152,1,17GL0012,245040.0,531810.0,1964-08-28,1973-08-28,10,10
B17G0153,1,17GL0012,245020.0,531770.0,1973-10-15,2013-06-04,41,41
B17G0154,1,17GL0013,242530.0,529680.0,1952-12-17,1955-10-14,4,4
B17G0155,1,17GL0013,242530.0,529690.0,1958-10-16,1966-12-14,9,9
B17G0156,1,17GL0013,242520.0,529690.0,1967-08-28,1995-05-02,29,29
B17G0157,1,17GL0013,242520.0,529690.0,1995-05-15,2013-03-07,18,19
B17G0158,1,17GL0015,245160.0,528140.0,1952-12-15,1959-08-28,7,8
B17G0159,1,17GL0015,245200.0,528080.0,1960-04-28,1987-12-15,27,28
B17G0160,1,17GL0017,244240.0,527040.0,1952-12-14,1960-01-18,9,9
B17G0161,1,17GL0017,244260.0,527030.0,1960-02-15,1969-07-14,10,10
B17G0162,1,17GL0017,244260.0,527010.0,1969-11-28,1985-10-14,17,17
B17G0163,1,17GL0019,245150.0,535900.0,1975-04-28,2000-12-28,26,26
B17G0164,1,17GL0020,247910.0,535460.0,1974-01-24,1991-04-29,18,18
B17G0165,1,17GL0021,247640.0,534120.0,1974-01-24,1975-12-15,2,2
B17G0166,1,17GL0023,245870.0,528840.0,1991-06-14,2009-02-27,19,19
B17G0167,1,17GL0024,248570.0,525290.0,1981-11-27,2017-06-29,36,37
B17G0168,1,17GL0027,249070.0,533510.0,1974-01-24,1991-04-29,18,18
B17G0169,1,17GL0028,248110.0,532370.0,1974-01-24,1991-04-29,18,18
B17G0170,1,17GL0029,247220.0,531780.0,1974-01-24,2000-12-28,27,27
B17G0171,1,17GL0030,247900.0,530530.0,1974-01-24,1991-04-29,17,18
B17G0172,1,17GL0033,248110.0,532370.0,1974-01-24,1991-04-29,18,18
B17G0173,1,17GL0034,247220.0,531780.0,1974-01-24,2000-12-28,27,27
B17G0174,1,17GL0035,247900.0,530530.0,1974-01-24,1991-04-29,17,18
B17G0175,1,17GL0037,246600.0,527520.0,1976-04-01,1999-10-28,24,24
B17G0176,1,17GL0038,247250.0,527670.0,1976-04-14,1990-02-28,15,15
B17G0177,1,17GL0039,242700.0,526960.0,1976-09-08,1987-09-14,12,12
B17G0178,1,17GL0047,244690.0,534430.0,1988-06-14,1991-11-14,4,4
B17G0179,1,17GL0049,248850.0,532760.0,1986-10-14,1998-03-27,12,13
B17G0180,1,17GL0050,249700.0,532080.0,1986-11-14,2017-06-29,32,32
B17G0181,1,17GL0051,248250.0,528600.0,1986-11-14,2015-12-28,30,30
B17G0182,1,17GL0052,245600.0,534820.0,1991-11-28,2002-04-29,11,12
B17G0183,1,17GP7000,240833.0,531179.0,1984-09-14,2012-02-15,29,29
B17G0184,1,17GP7001,240660.0,530265.0,1984-09-14,1993-01-15,10,10
B17G0185,2,17GP7001,240655.0,530267.0,1994-04-15,2019-10-29,26,26
B17G0186,1,17GP7002,240548.0,532176.0,1991-01-15,2012-02-15,22,22
B17G0187,1,17GP7003,240030.0,532437.0,1991-01-15,2012-02-15,22,22
B17G0188,2,17GP7004,240680.0,532220.0,1994-04-15,2012-02-15,19,19
B17G0189,2,17GP7005,240785.0,532000.0,1994-04-15,2006-11-30,13,13
B17G0190,1,17GP7006,240952.0,531339.0,1994-04-15,2012-02-15,19,19
B17G0191,2,17GP7007,240516.0,531416.0,1994-04-15,2012-02-15,19,19
B17G0192,1,17GP7008,240394.0,530896.0,1994-04-15,2019-10-29,26,26
B17G0193,2,17GP7009,240605.0,529005.0,1994-04-15,2019-10-29,26,26
B17G0194,2,17GP7010,240330.0,532855.0,1984-09-14,2019-10-29,36,36
B17G0195,1,17GP7011,240453.0,531688.0,1984-09-14,2012-02-15,29,29
B17G0196,1,17GP7012,249100.0,536130.0,1985-08-06,1997-12-15,13,13
B17G0197,1,17GP7013,247960.0,537140.0,1985-08-06,2012-01-30,28,28
B17G0198,1,17GP7014,247880.0,535010.0,1985-08-06,1993-12-15,9,9
B17G0199,1,17GP7015,248857.0,537486.0,1985-08-06,1997-06-28,13,13
B17G0200,1,17GP7017,241930.0,536460.0,1984-09-14,1994-07-30,11,11
B17G0201,1,17GP7019,247910.0,535460.0,1993-06-01,1997-12-15,5,5
B17G0202,3,17GP7600,246460.0,534085.0,1989-05-16,1992-09-28,4,4
B17G0203,1,17GP7601,246455.0,534180.0,1989-05-16,1990-05-02,2,2
B17G0204,3,17GP7602,246455.0,534210.0,1989-05-16,1992-09-28,4,4
B17G0205,3,17GP7603,246445.0,534260.0,1989-09-28,1992-09-28,4,4
B17G0206,1,17GP7604,246450.0,534290.0,1989-05-16,1992-09-28,4,4
B17G0207,1,17GP7605,246360.0,534410.0,1989-05-16,1992-09-28,4,4
B17G0208,1,17GP7606,246300.0,534555.0,1989-05-16,1992-09-28,4,4
B17G0209,2,17GP7607,246445.0,534260.0,1989-09-14,1992-09-28,4,4
B17G0210,1,17GP7608,245945.0,534170.0,1989-05-16,1992-09-28,4,4
B17G0211,2,17GP7609,245940.0,534185.0,1989-09-14,1992-09-28,4,4
B17G0212,2,17GP7610,245920.0,534220.0,1989-09-14,1992-09-28,4,4
B17G0213,1,17GP7611,246330.0,533660.0,1989-09-14,1992-09-28,4,4
B17G0214,2,17GP7612,247360.0,534615.0,1989-09-14,1992-09-28,4,4
B17G0215,2,17GP7613,245900.0,534020.0,1989-09-14,1992-09-28,4,4
B17G0216,1,17GP7614,245830.0,534540.0,1989-09-14,1992-09-28,4,4
B17G0217,1,17GP7615,246815.0,534495.0,1989-09-14,1992-09-28,4,4
B17G0218,2,17GP7616,246440.0,533260.0,1989-09-14,1991-11-14,3,3
B17G0219,1,17GP7617,246500.0,535265.0,1989-09-14,1992-09-28,4,4
B17G0220,2,17GP7618,246155.0,535260.0,1989-09-14,1992-09-28,4,4
B17G0221,1,17GP7801,244825.0,531810.0,1989-08-14,2003-12-15,15,15
B17G0222,1,17GP7802,244920.0,532220.0,1989-08-14,2004-04-13,16,16
B17G0223,1,17GP7803,244920.0,532475.0,1989-08-14,1992-05-14,4,4
B17G0224,2,17GP7804,244894.0,532688.0,1989-08-14,2020-01-28,32,32
B17G0225,1,17GP7805,244945.0,532865.0,1989-08-14,1990-08-14,2,2
B17G0226,1,17GP7806,244965.0,533170.0,1989-08-14,1990-08-14,2,2
B17G0227,2,17GP7807,244313.0,532164.0,1989-08-14,2020-01-28,32,32
B17G0228,2,17GP7808,246980.0,530620.0,1983-04-28,1986-10-28,4,4
B17G0229,2,17GP7809,247030.0,530630.0,1983-04-28,1986-10-28,4,4
B17G0230,2,17GP7810,247080.0,530630.0,1983-04-28,1986-10-28,4,4
B17G0231,2,17GP7811,247090.0,530630.0,1983-04-28,1986-10-28,4,4
B17G0232,2,17GP7812,246715.0,530570.0,1983-04-28,2003-12-15,21,21
B17G0233,2,17GP7813,246505.0,530516.0,1983-04-28,2020-01-28,38,38
B17G0234,2,17GP7814,246064.0,530477.0,1983-04-28,2020-01-28,38,38
B17G0235,2,17GP7815,246210.0,530675.0,1983-04-28,2020-01-28,38,38
B17G0236,2,17GP7816,246150.0,531080.0,1983-04-28,1986-10-28,4,4
B17G0237,2,17GP7816,246225.0,531350.0,1991-09-14,2020-01-28,30,30
B17G0238,1,17GP7817,245875.0,531580.0,1983-04-28,1991-10-14,9,9
B17G0239,2,17GP7818,246266.0,531631.0,1983-04-28,2020-01-28,38,38
B17G0240,2,17GP7819,246150.0,531080.0,1983-04-28,2003-12-15,21,21
B17G0241,2,17GP7820,246385.0,531994.0,1983-04-28,2020-01-28,38,38
B17G0242,2,17GP7821,246230.0,532080.0,1983-04-28,2003-12-15,21,21
B17G0243,2,17GP7822,246195.0,531325.0,1989-10-28,1991-01-14,3,3
B17G0244,2,17GP7823,245280.0,532125.0,1989-10-28,2020-01-28,32,32
B17G0245,1,17GP7824,245020.0,531800.0,1989-10-28,1991-05-28,3,3
B17G0246,2,17GP7825,244829.0,532083.0,1989-10-28,2020-01-28,32,32
B17G0247,2,17GP7826,244550.0,531225.0,1989-10-28,1991-02-14,3,3
B17G0248,1,17GP7827,246825.0,532600.0,1989-10-28,1991-05-28,3,3
B17G0249,2,17GP7829,246525.0,532160.0,1989-10-28,1991-05-28,3,3
B17G0250,2,17GP7830,245920.0,532905.0,1989-10-28,1991-05-28,3,3
B17G0251,2,17GP7831,245710.0,532690.0,1989-10-28,1991-05-28,3,3
B17G0252,2,17GP7832,245605.0,532410.0,1989-10-28,2020-01-28,32,32
B17G0253,3,17GP7833,244265.0,532626.0,1989-08-14,2020-01-28,32,32
B17G0254,1,17GP7834,244215.0,532175.0,1989-08-14,1991-05-28,3,3
B17G0255,1,17GP7835,244150.0,533040.0,1989-08-14,1991-05-28,3,3
B17G0256,1,17GP7836,244316.0,532447.0,1989-08-14,2020-01-28,32,32
B17G0257,2,,244905.0,532605.0,2003-05-14,2020-01-28,18,18
B17G0258,2,,245574.0,532354.0,2003-05-14,2020-01-28,18,18
B17G0259,2,,247014.0,531844.0,2003-05-14,2020-01-28,18,18
B17G0260,2,,247208.0,530883.0,2003-05-14,2020-01-28,18,18
B17G1446,2,,245860.0,532940.0,2007-01-15,2020-01-28,14,14
B17G1447,1,,241196.0,532551.0,1995-09-13,2013-03-06,19,19
B17G1448,1,,240771.0,533108.0,2010-11-15,2019-07-17,10,10
B17G1484,1,,241080.0,528536.0,2010-11-15,2019-10-28,10,10
B17G1497,2,,245396.0,533827.0,2003-12-08,2019-12-05,17,17
B17G1501,1,,245341.0,532896.0,2007-01-11,2019-12-05,13,13
B17G1502,1,,245341.0,532897.0,2007-01-11,2019-05-29,13,13
B17G1503,1,,245521.0,532894.0,2007-01-11,2019-12-05,13,13
B17G1504,1,,245521.0,532894.0,2007-01-11,2019-12-05,13,13
B17G1535,1,,243659.0,532325.0,2012-07-12,2019-10-28,8,8
B17G1544,1,,240500.0,531389.0,2012-03-22,2019-10-28,8,8
B17G1549,1,,244959.0,526547.0,2012-05-21,2013-05-08,2,2
B17G1550,1,,249376.0,525384.0,2008-09-13,2013-05-28,5,6
B17G1551,1,,247682.0,527848.0,2008-09-24,2013-06-04,5,6
B17G1561,4,,242580.0,531396.0,2009-10-10,2019-08-26,11,11
B17G1611,1,,244879.0,532286.0,2010-10-13,2020-01-28,11,11
B17G1612,1,,244262.0,532774.0,2003-12-08,2019-12-05,17,17
B17G1613,1,,244390.0,533055.0,2003-12-08,2019-12-05,17,17
B17G1614,1,,246075.0,532510.0,2003-12-08,2019-12-05,16,17
B17G1678,1,,243210.0,537458.0,2012-04-19,2013-04-10,2,2
B17G1679,1,,243232.0,537372.0,2012-04-19,2013-04-10,2,2
B17G1680,1,,240335.0,530464.0,2012-11-15,2019-10-29,8,8
B17G1701,1,,244150.0,533032.0,2014-05-14,2020-01-28,7,7
B17G1702,1,,244088.0,533399.0,2014-08-14,2020-01-28,7,7
B17G1703,1,,243734.0,532692.0,2014-05-14,2020-01-28,7,7
B17G1704,2,,244313.0,533172.0,2014-05-14,2020-01-28,7,7
B17G1705,1,,244425.0,533270.0,2014-05-14,2020-01-28,7,7
B17G1706,2,,244587.0,533376.0,2012-01-26,2020-01-28,9,9
B17G1707,2,,244485.0,532901.0,2012-01-26,2020-01-28,9,9
B17G1717,1,,249620.0,530300.0,2016-12-14,2017-06-29,2,2
B17G1718,2,,243956.0,532424.0,2018-04-27,2019-12-05,2,2
B17G1719,2,,246438.0,534255.0,2018-04-27,2019-12-05,2,2
B17G1720,2,,245560.0,533831.0,2018-04-27,2019-12-05,2,2
B17G1721,2,,246565.0,532153.0,2018-04-27,2019-12-05,2,2
B17G1722,2,,246892.0,531629.0,2018-04-27,2019-12-05,2,2
B17G1723,2,,247666.0,529825.0,2018-04-27,2019-12-05,2,2
B17G1724,2,,247916.0,530073.0,2018-04-27,2019-12-05,2,2
B17G1725,2,,248131.0,530289.0,2018-04-27,2019-12-05,2,2
B17G1726,2,,248308.0,530611.0,2018-04-27,2019-12-05,2,2
B17G1727,2,,248876.0,529430.0,2018-04-27,2019-12-05,2,2
B17G1728,2,,245685.0,531911.0,2018-04-27,2019-12-05,2,2
B17G1729,1,,245700.0,531266.0,2018-04-27,2019-12-05,2,2
B17G1730,2,,245894.0,530435.0,2018-04-27,2019-12-05,2,2
B17H0005,1,17HB0009,257220.0,535120.0,1951-10-29,2009-03-25,59,59
B17H0008,1,17HB0008,256710.0,534650.0,1951-10-29,1999-11-30,49,49
B17H0013,1,17HP0013,255908.0,533959.0,1968-04-29,2017-06-28,48,50
B17H0027,2,17HP0027,255881.0,533821.0,1980-01-28,2017-06-28,34,35
B17H0036,1,17HB0036,256570.0,534185.0,1951-10-29,2001-02-28,51,51
B17H0061,1,17HP0061,254980.0,534920.0,1959-06-18,2001-04-14,43,43
B17H0064,2,17HP0064,257930.0,534920.0,1959-06-18,2017-06-28,59,59
B17H0065,1,17HP0065,253970.0,533930.0,1959-06-18,1990-06-14,30,32
B17H0067,2,17HP0067,254980.0,533930.0,1959-06-18,2004-04-28,46,46
B17H0068,2,17HP0068,255430.0,533920.0,1959-06-18,1999-10-14,41,41
B17H0069,2,17HP0069,255720.0,533950.0,1959-06-18,2017-06-28,59,59
B17H0070,2,17HP0070,256310.0,533940.0,1959-06-19,1998-11-28,38,40
B17H0073,1,17HP0073,257980.0,533920.0,1959-06-18,1964-09-28,6,6
B17H0074,1,17HP0074,253940.0,532890.0,1959-06-18,2017-06-28,59,59
B17H0075,1,17HP0075,254930.0,532920.0,1959-06-18,2017-06-28,59,59
B17H0091,1,17HP0091,255870.0,533800.0,1980-01-28,2017-06-28,37,38
B17H0098,2,17HP0098,254386.0,537130.0,1966-02-28,2017-06-28,52,52
B17H0099,2,17HP0099,253650.0,536290.0,1966-02-28,2017-06-28,52,52
B17H0100,1,17HP0100,254242.0,536310.0,1966-03-28,2017-06-28,52,52
B17H0101,2,17HP0101,254160.0,536860.0,1966-03-28,2017-06-28,52,52
B17H0102,1,17HP0102,256080.0,537040.0,1966-04-28,2017-06-28,52,52
B17H0103,1,17HP0103,256530.0,536400.0,1966-04-28,2017-06-28,52,52
B17H0104,2,17HP0104,253088.0,536041.0,1967-10-28,1998-12-28,32,32
B17H0120,3,17HP0120,252080.0,528895.0,1968-04-22,2017-06-28,50,50
B17H0124,3,17HP0124,257690.0,527540.0,1970-10-14,1990-09-14,21,21
B17H0125,1,17HB0125,250590.0,534610.0,1951-10-15,2017-06-28,66,67
B17H0127,1,17HB0127,250480.0,532620.0,1951-10-15,1987-08-28,37,37
B17H0128,1,17HB0128,251710.0,532440.0,1951-10-15,2017-06-28,66,67
B17H0129,1,17HB0129,251340.0,530220.0,1951-10-15,2012-11-14,62,62
B17H0130,1,17HB0130,250580.0,526310.0,1951-10-15,2012-11-14,62,62
B17H0157,1,17HP0157,256216.0,534140.0,1971-09-28,1982-09-28,12,12
B17H0158,1,17HP0158,256282.0,534139.0,1971-06-28,1982-09-28,12,12
B17H0159,1,17HP0159,256430.0,533650.0,1971-08-28,2017-06-28,47,47
B17H0160,1,17HP0160,256500.0,533900.0,1971-06-28,1982-09-28,12,12
B17H0161,1,17HP0161,253950.0,534980.0,1971-11-29,2017-06-28,47,47
B17H0162,1,17HP0162,255880.0,534900.0,1971-10-28,1998-11-28,28,28
B17H0163,1,17HP0163,256970.0,534820.0,1971-09-28,2017-06-28,47,47
B17H0164,1,17HP0164,257420.0,533970.0,1971-08-28,2013-06-14,43,43
B17H0165,1,17HP0165,255930.0,532910.0,1971-08-28,2017-06-28,47,47
B17H0166,1,17HP0166,256950.0,532920.0,1971-08-28,2017-06-28,46,47
B17H0167,1,17HP0167,254480.0,533940.0,1972-08-28,1998-11-28,27,27
B17H0170,2,17HP0170,253870.0,525440.0,1968-04-11,2000-12-28,33,33
B17H0183,3,17HP0183,250440.0,532870.0,1975-02-14,2009-02-13,35,35
B17H0184,2,17HP0184,253143.0,536449.0,1974-08-28,2019-08-26,46,46
B17H0185,2,17HP0185,253109.0,536103.0,1974-09-27,1998-12-28,25,25
B17H0186,2,17HP0186,253152.0,536053.0,1974-08-28,1998-12-28,25,25
B17H0187,2,17HP0187,253469.0,535829.0,1974-08-28,1998-12-28,25,25
B17H0188,2,17HP0188,253120.0,535913.0,1974-08-28,1998-12-28,25,25
B17H0189,2,17HP0189,252833.0,535707.0,1974-08-28,2017-06-28,44,44
B17H0190,2,17HP0190,252893.0,536260.0,1974-08-28,2015-12-28,42,42
B17H0191,4,17HP0191,251930.0,529380.0,1975-02-14,2009-02-27,35,35
B17H0192,2,17HP0192,252020.0,529380.0,1975-02-14,1991-04-29,17,17
B17H0193,2,17HP0193,252170.0,529410.0,1975-02-14,1991-05-14,17,17
B17H0194,3,17HP0194,253380.0,530050.0,1975-01-28,2000-12-28,26,26
B17H0195,2,17HP0195,255397.0,531000.0,1975-01-28,2005-04-13,31,31
B17H0196,3,17HP0196,254330.0,530630.0,1975-02-28,2009-02-27,35,35
B17H0197,1,17HP0197,258620.0,533440.0,1975-01-28,2011-04-03,37,37
B17H0198,3,17HP0198,259510.0,534010.0,1975-01-28,1993-01-28,19,19
B17H0199,3,17HP0199,259220.0,530170.0,1975-02-14,2008-08-28,34,34
B17H0200,2,17HP0200,250430.0,532770.0,1975-02-28,1991-04-29,16,17
B17H0206,3,17HP0206,254780.0,533245.0,1975-10-28,2017-06-28,43,43
B17H0220,4,17HP0220,254780.0,533240.0,1975-10-28,2017-06-28,43,43
B17H0275,1,17HP0049,259260.0,537140.0,1976-04-15,1989-05-29,14,14
B17H0282,5,17HP0282,253130.0,536040.0,1978-01-27,2015-12-28,38,38
B17H0310,1,17HP0032,255260.0,533500.0,1974-05-28,2017-06-28,44,44
B17H0316,1,17HP0002,257320.0,536150.0,1969-01-28,1982-09-28,14,14
B17H0320,1,17HP0320,255800.0,533910.0,1982-01-28,1982-04-28,1,1
B17H0326,5,17HP0326,256275.0,533910.0,1985-04-29,2013-07-15,29,29
B17H0328,4,17HP0328,255215.0,533840.0,1985-04-29,2017-06-28,33,33
B17H0329,4,17HP0329,255235.0,533855.0,1985-04-29,2017-06-28,33,33
B17H0333,4,17HP0333,250515.0,535470.0,1985-06-14,2019-08-26,35,35
B17H0334,4,17HP0334,251840.0,534800.0,1986-01-14,2017-06-28,32,32
B17H0335,4,17HP0335,253610.0,533165.0,1985-06-14,2008-08-28,24,24
B17H0340,8,17HP0340,256360.0,533685.0,1985-04-29,2013-07-15,29,29
B17H0341,4,17HP0341,255600.0,533470.0,1998-12-14,1998-12-14,1,1
B17H0342,4,17HP0342,255850.0,534220.0,1985-04-29,2017-06-28,33,33
B17H0343,4,17HP0343,255860.0,534230.0,1985-04-29,2017-06-28,33,33
B17H0347,3,17HP0347,257610.0,537450.0,1986-01-14,2017-06-28,32,32
B17H0348,3,17HP0348,255360.0,536040.0,1986-01-14,2017-06-28,32,32
B17H0349,2,17HP0349,250220.0,532030.0,1984-01-27,2017-06-29,34,34
B17H0352,2,17HP0352,257400.0,528270.0,1991-05-29,1994-06-14,4,4
B17H0360,6,17HP0360,255970.0,533080.0,1998-06-15,2017-06-28,20,20
B17H0361,6,17HP0361,255580.0,533500.0,1998-06-15,2017-06-28,20,20
B17H0362,6,17HP0362,255220.0,534230.0,1998-06-15,2017-06-28,20,20
B17H0363,6,17HP0363,254700.0,534620.0,1998-06-15,2017-06-28,20,20
B17H0365,6,17HP0365,255760.0,536250.0,1998-06-15,2017-06-28,20,20
B17H0366,6,17HP0366,256350.0,533300.0,1999-01-14,2017-06-28,19,19
B17H0367,9,17HP0367,256330.0,533500.0,1999-06-28,2017-06-28,19,19
B17H0368,6,17HP0368,255150.0,533730.0,1999-01-14,2017-06-28,19,19
B17H0369,6,17HP0369,255420.0,533920.0,1999-01-14,2017-06-28,19,19
B17H0370,6,17HP0370,254400.0,533820.0,1999-01-14,2017-06-28,19,19
B17H0371,6,17HP0371,255740.0,534580.0,1999-01-14,2017-06-28,19,19
B17H0372,6,17HP0372,255750.0,534930.0,1999-01-14,2017-06-28,19,19
B17H0373,6,17HP0373,255710.0,535150.0,1999-01-14,2017-06-28,19,19
B17H0423,1,17HB0015,250500.0,532930.0,1951-10-15,2012-11-14,62,62
B17H0424,1,17HB0017,251440.0,530650.0,1951-10-15,2012-11-14,62,62
B17H0425,1,17HB0020,251880.0,529360.0,1951-10-15,2012-11-14,62,62
B17H0426,1,17HP0001,255000.0,537430.0,1965-04-28,2017-06-28,53,53
B17H0427,2,17HP0003,253086.0,536029.0,1967-09-27,1998-12-28,32,32
B17H0428,1,17HP0004,256800.0,534150.0,1971-03-29,1982-05-28,12,12
B17H0429,1,17HP0028,256201.0,534118.0,1973-08-28,1980-12-29,8,8
B17H0430,1,17HP0029,256203.0,534119.0,1973-08-28,1980-12-29,8,8
B17H0431,1,17HP0030,256204.0,534117.0,1973-08-28,1980-12-29,8,8
B17H0432,1,17HP0031,256200.0,534115.0,1973-08-28,1980-12-29,8,8
B17H0433,1,17HP0037,250270.0,534050.0,1974-01-24,2012-10-15,39,39
B17H0434,2,17HP0046,259180.0,527360.0,1975-03-14,1991-05-14,17,17
B17H0435,1,17HP0047,259340.0,526830.0,1975-03-27,1976-03-29,2,2
B17H0436,1,17HP0048,259790.0,526490.0,1975-03-14,2011-02-10,37,37
B17H0437,1,17HP0050,258690.0,536740.0,1976-04-15,2005-04-13,30,30
B17H0438,1,17HP0052,258050.0,533800.0,1973-03-28,1977-12-28,5,5
B17H0439,1,17HP0053,253600.0,537260.0,1986-01-14,2017-06-28,32,32
B17H0440,1,17HP0054,252120.0,536400.0,1986-01-14,1998-12-28,13,13
B17H0441,2,17HP0055,252360.0,533940.0,1986-02-14,2017-06-28,32,32
B17H0442,1,17HP9001,253900.0,533720.0,1992-10-28,2017-06-28,26,26
B17H0448,1,17HL0005,250000.0,533080.0,1973-10-15,1983-04-28,11,11
B17H0449,1,17HL0005,250010.0,533080.0,1984-04-26,2004-12-15,21,21
