locname,nfil,alias,xcr,ycr,firstdate,lastdate,nyears,yearspan
B17H0450,1,17HL0006,254160.0,536840.0,1952-08-28,1973-10-15,20,22
B17H0451,1,17HL0007,252620.0,530300.0,1974-01-24,2000-12-28,27,27
B17H0452,1,17HL0010,250510.0,534980.0,1954-03-29,2003-12-29,50,50
B17H0453,1,17HL0011,252280.0,534800.0,1952-08-28,1958-12-15,6,7
B17H0454,1,17HL0011,252260.0,534750.0,1959-04-28,1961-04-28,3,3
B17H0455,1,17HL0011,252220.0,534680.0,1964-04-28,1980-12-15,17,17
B17H0456,1,17HL0011,252240.0,534480.0,1981-08-28,1983-10-14,3,3
B17H0457,1,17HL0011,252180.0,534700.0,1984-10-15,1984-12-14,1,1
B17H0458,1,17HL0011,252000.0,534720.0,1985-04-26,1990-12-14,6,6
B17H0459,1,17HL0012,253460.0,534100.0,1952-08-28,1974-08-28,21,23
B17H0460,1,17HL0012,253450.0,534100.0,1975-08-28,2004-12-15,30,30
B17H0461,1,17HL0014,254860.0,529650.0,1974-01-24,1991-04-29,18,18
B17H0462,1,17HL0016,252000.0,531570.0,1952-12-17,1989-10-13,37,38
B17H0463,1,17HL0016,251980.0,531725.0,1990-04-27,2009-03-25,19,20
B17H0464,1,17HL0018,255370.0,530960.0,1952-12-16,1970-04-28,18,19
B17H0465,1,17HL0018,255380.0,530960.0,1972-04-28,1976-10-14,5,5
B17H0466,1,17HL0019,259520.0,530230.0,1952-12-17,1967-12-28,14,16
B17H0467,1,17HL0019,259520.0,530240.0,1968-08-28,1994-12-14,27,27
B17H0468,1,17HL0021,256180.0,529560.0,1952-12-15,1991-10-14,37,40
B17H0469,1,17HL0022,250917.0,528660.0,1952-12-15,1971-04-28,18,20
B17H0470,1,17HL0022,250860.0,528615.0,1975-04-28,2013-06-11,39,39
B17H0471,1,17HL0023,255620.0,528820.0,1953-02-28,2013-06-11,60,61
B17H0472,1,17HL0024,250280.0,527921.0,1952-12-22,2013-06-11,58,62
B17H0473,1,17HL0025,258910.0,527650.0,1952-12-16,1972-12-14,19,21
B17H0474,1,17HL0025,258920.0,527660.0,1973-03-07,2004-11-30,32,32
B17H0475,1,17HL0026,256390.0,526220.0,1952-12-17,1973-09-04,20,22
B17H0476,1,17HL0026,256429.0,526250.0,1973-10-04,2013-05-22,40,41
B17H0477,1,17HL0027,253540.0,525880.0,1952-12-18,1962-10-15,9,11
B17H0478,1,17HL0027,253520.0,525820.0,1963-12-13,1985-04-26,23,23
B17H0479,1,17HL0027,253500.0,525820.0,1985-08-28,1989-02-21,5,5
B17H0480,1,17HL0027,253500.0,525820.0,1989-08-28,2013-05-22,25,25
B17H0481,1,17HL0033,251210.0,536920.0,1974-01-24,1991-04-29,18,18
B17H0482,1,17HL0034,250310.0,535810.0,1974-01-24,1991-04-29,18,18
B17H0483,1,17HL0035,251620.0,535860.0,1974-05-22,2000-12-28,27,27
B17H0484,1,17HL0038,251420.0,531920.0,1974-01-24,2011-10-20,38,38
B17H0485,1,17HL0039,252620.0,530300.0,1974-01-24,2011-02-24,34,38
B17H0486,1,17HL0040,259250.0,530910.0,1975-03-14,2000-12-28,26,26
B17H0487,1,17HL0041,253140.0,529370.0,1974-01-24,2012-08-27,39,39
B17H0488,1,17HL0042,254860.0,529650.0,1974-01-24,1991-04-29,18,18
B17H0489,1,17HL0043,256840.0,529560.0,1974-01-24,1989-07-14,16,16
B17H0490,1,17HL0043,256850.0,529500.0,1989-09-14,1991-05-14,3,3
B17H0491,1,17HL0044,258480.0,529200.0,1975-03-14,1991-05-14,17,17
B17H0492,1,17HL0045,259460.0,529830.0,1975-03-14,1987-05-27,13,13
B17H0493,1,17HL0051,250200.0,527840.0,1975-04-28,2004-12-13,30,30
B17H0494,1,17HL0184,253143.0,536449.0,1990-10-15,2017-06-28,28,28
B17H0495,6,17HP0495,256390.0,534049.0,2005-02-14,2017-06-28,13,13
B17H0496,6,17HP0496,256308.0,534012.0,2005-02-14,2017-06-28,13,13
B17H0498,3,17HP0498,256395.0,534211.0,2005-02-14,2017-06-28,13,13
B17H1692,2,,252620.0,530300.0,2001-06-14,2013-06-11,13,13
B17H1696,1,,251719.0,537261.0,2012-10-16,2013-06-06,2,2
B17H1697,1,,252627.0,534533.0,2009-07-06,2013-06-06,5,5
B17H1698,1,,249780.0,520322.0,2008-10-04,2013-06-11,6,6
B17H1705,5,,255669.0,526830.0,2009-10-14,2019-09-03,11,11
B17H1805,1,,255321.0,532829.0,2016-03-10,2019-07-16,4,4
B17H1806,1,,256118.0,532792.0,2016-03-10,2019-07-17,4,4
B17H1807,1,,256394.0,532456.0,2016-04-20,2019-07-17,4,4
B17H1808,1,,255966.0,532160.0,2016-04-20,2019-06-21,4,4
B17H1809,1,,256645.0,532232.0,2016-03-10,2019-07-17,4,4
B17H1810,1,,256520.0,531974.0,2016-03-10,2019-07-17,4,4
B17H1811,1,,255913.0,531630.0,2016-03-10,2019-05-28,4,4
B17H1812,1,,255466.0,531571.0,2016-03-10,2019-07-11,4,4
B17H1813,1,,256527.0,531690.0,2016-03-10,2019-05-28,4,4
B17H1814,1,,256110.0,531389.0,2016-03-10,2019-06-30,4,4
B17H1815,1,,255721.0,530798.0,2016-03-10,2019-05-28,4,4
B17H1816,1,,256489.0,530978.0,2016-03-10,2019-07-17,4,4
B17H1817,1,,255531.0,530502.0,2016-03-10,2019-05-03,4,4
B17H1818,1,,255846.0,530004.0,2016-03-10,2019-05-28,4,4
B17H1819,1,,257223.0,534482.0,2016-03-10,2019-07-17,4,4
B17H1820,1,,257561.0,533842.0,2016-03-14,2019-07-17,4,4
B17H1821,1,,257758.0,533562.0,2016-04-20,2019-07-17,4,4
B17H1822,1,,258216.0,533505.0,2016-03-10,2019-07-17,4,4
B17H1823,1,,258117.0,532915.0,2016-03-10,2019-05-28,4,4
B17H1824,1,,257118.0,532313.0,2016-03-10,2019-05-28,4,4
B17H1825,1,,254612.0,537390.0,2016-12-14,2017-06-28,2,2
B18A0005,1,18AB0056,266640.0,549320.0,1987-12-28,2017-11-01,31,31
B18A0027,2,18AP0027,269020.0,547140.0,1972-06-28,2020-02-27,49,49
B18A0038,3,18AP0038,264420.0,543040.0,1970-07-08,2019-08-29,50,50
B18A0039,2,18AP0039,260270.0,548780.0,1970-07-09,1991-12-12,22,22
B18A0040,2,18AP0040,261320.0,541440.0,1970-07-07,2017-06-28,48,48
B18A0042,2,18AP0042,269240.0,549970.0,1972-06-28,2020-02-27,49,49
B18A0046,1,18AB0046,267060.0,549480.0,1979-12-14,1987-12-14,9,9
B18A0047,3,18AP0047,269261.0,541230.0,1976-03-05,2019-07-18,44,44
B18A0061,3,18AP0061,268017.0,549381.0,1977-05-14,2019-07-18,43,43
B18A0087,1,18AB0087,265780.0,545930.0,1985-09-02,2017-09-28,33,33
B18A0109,1,18AP0022,260910.0,538440.0,1975-11-28,2006-03-27,31,32
B18A0110,2,18AP0023,261370.0,538160.0,1976-04-15,1982-02-16,7,7
B18A0111,1,18AP0024,263070.0,537760.0,1975-11-28,2006-03-27,31,32
B18A0116,1,18AL0001,263980.0,549340.0,1952-12-22,1970-01-28,17,19
B18A0117,1,18AL0001,263840.0,549240.0,1970-12-14,2007-12-14,38,38
B18A0118,1,18AL0002,260680.0,548930.0,1952-10-14,1968-04-29,15,17
B18A0119,1,18AL0002,260710.0,548940.0,1968-08-28,1980-09-29,13,13
B18A0120,1,18AL0002,260730.0,548940.0,1980-11-14,1989-10-27,10,10
B18A0121,1,18AL0002,260320.0,549040.0,1989-11-14,2008-12-11,19,20
B18A0122,1,18AL0003,264980.0,548610.0,1952-12-20,2009-05-27,56,58
B18A0123,1,18AL0004,266690.0,548150.0,1953-01-21,1961-05-14,9,9
B18A0124,1,18AL0004,266640.0,548140.0,1962-01-29,1978-12-28,17,17
B18A0125,1,18AL0004,266640.0,548180.0,1980-05-14,2000-09-28,21,21
B18A0126,1,18AL0005,264610.0,547480.0,1952-12-20,1963-10-14,10,12
B18A0127,1,18AL0005,264150.0,547500.0,1963-12-13,1972-12-14,10,10
B18A0128,1,18AL0005,264160.0,547520.0,1973-10-15,1980-10-13,8,8
B18A0129,1,18AL0005,264340.0,547280.0,1980-11-14,2009-11-27,30,30
B18A0130,1,18AL0006,260730.0,546560.0,1952-12-22,1958-08-28,5,7
B18A0131,1,18AL0006,260750.0,546540.0,1958-10-14,1967-08-28,10,10
B18A0132,1,18AL0006,260570.0,546470.0,1968-08-28,1977-04-28,10,10
B18A0133,1,18AL0006,261150.0,546970.0,1977-12-14,1980-10-13,4,4
B18A0134,1,18AL0007,260770.0,544970.0,1952-10-14,1955-10-14,4,4
B18A0135,1,18AL0007,260780.0,545020.0,1958-10-14,1981-04-28,24,24
B18A0136,1,18AL0007,260730.0,545030.0,1982-04-28,2009-12-14,28,28
B18A0137,1,18AL0008,261360.0,545100.0,1952-08-27,1955-10-14,4,4
B18A0138,1,18AL0008,261540.0,545230.0,1958-10-14,1974-12-17,17,17
B18A0139,1,18AL0008,261550.0,545240.0,1975-04-28,2000-07-14,26,26
B18A0140,1,18AL0009,266670.0,545850.0,1952-10-15,1961-05-15,10,10
B18A0141,1,18AL0009,266790.0,545860.0,1964-06-16,1982-04-29,19,19
B18A0142,1,18AL0010,267880.0,544800.0,1953-03-01,1953-08-12,1,1
B18A0143,1,18AL0010,267910.0,544740.0,1953-08-13,1966-04-28,14,14
B18A0144,1,18AL0010,267960.0,544810.0,1966-07-14,1974-05-28,9,9
B18A0145,1,18AL0012,269130.0,543040.0,1972-08-28,1994-10-15,23,23
B18A0146,1,18AL0012,269140.0,543050.0,1994-12-14,2000-09-28,7,7
B18A0147,1,18AL0013,267660.0,542720.0,1952-08-28,1998-04-28,47,47
B18A0148,1,18AL0014,269950.0,542670.0,1952-10-15,1967-12-28,16,16
B18A0149,1,18AL0014,269900.0,542680.0,1968-06-28,1969-09-29,2,2
B18A0150,1,18AL0014,269940.0,542710.0,1970-04-28,1970-10-28,1,1
B18A0151,1,18AL0014,269940.0,542680.0,1971-03-29,1974-05-28,4,4
B18A0152,1,18AL0014,269990.0,542670.0,1976-04-28,1983-05-27,7,8
B18A0153,1,18AL0015,264700.0,541460.0,1952-08-27,1963-12-13,10,12
B18A0154,1,18AL0015,264750.0,541440.0,1964-08-28,1980-10-13,17,17
B18A0155,1,18AL0015,264940.0,541340.0,1980-11-14,1982-08-13,3,3
B18A0156,1,18AL0015,264950.0,541360.0,1982-10-14,1983-01-14,2,2
B18A0157,1,18AL0015,264940.0,541360.0,1983-04-28,1989-10-27,7,7
B18A0158,1,18AL0016,268720.0,541500.0,1953-02-28,1996-03-28,41,44
B18A0159,1,18AL0017,260860.0,540550.0,1952-10-14,1955-10-14,4,4
B18A0160,1,18AL0017,260680.0,540860.0,1958-10-14,1999-11-29,35,42
B18A0161,1,18AL0018,261840.0,540060.0,1952-08-28,1959-04-28,8,8
B18A0162,1,18AL0018,261770.0,540000.0,1959-05-28,1978-07-25,20,20
B18A0163,1,18AL0018,261780.0,540040.0,1978-10-14,1984-10-15,7,7
B18A0164,1,18AL0019,263630.0,539540.0,1952-08-28,1980-10-13,27,29
B18A0165,1,18AL0019,263990.0,539110.0,1980-11-14,2002-05-01,23,23
B18A0166,1,18AL0020,266520.0,539700.0,1952-08-27,1971-08-27,19,20
B18A0167,1,18AL0020,266480.0,539720.0,1971-10-14,1987-07-14,17,17
B18A0168,1,18AL0020,266500.0,539700.0,1987-11-28,1988-04-28,2,2
B18A0169,1,18AL0021,267570.0,537840.0,1952-08-28,1978-12-14,25,27
B18A0170,1,18AL0021,267600.0,537800.0,1979-08-28,1980-10-13,2,2
B18A0171,1,18AL0021,267700.0,537800.0,1980-11-14,1989-10-27,10,10
B18A0172,1,18AL0023,261525.0,538220.0,1982-03-28,1988-08-15,6,7
B18A0173,1,18AL0025,262410.0,542150.0,1977-12-14,1983-07-28,7,7
B18A0174,1,18AL0025,262360.0,542120.0,1983-08-13,2000-09-28,18,18
B18A0175,1,18AL0026,260280.0,548080.0,1980-11-14,1989-10-27,10,10
B18A0176,1,18AL0028,266612.0,549483.0,1979-12-14,2017-11-01,39,39
B18A0177,1,18AL0029,261860.0,549940.0,1989-11-14,2000-10-13,12,12
B18A0178,1,18AL0030,263120.0,547010.0,1989-11-14,2009-11-27,21,21
B18A0179,1,18AL0031,262980.0,546380.0,1989-11-14,2007-05-29,19,19
B18A0180,1,18AL0032,263960.0,544200.0,1989-11-14,2009-11-27,21,21
B18A0181,1,18AL0033,264700.0,543340.0,1989-11-14,2006-04-13,18,18
B18A0182,1,18AL0034,265240.0,543480.0,1989-11-14,2008-12-11,20,20
B18A0183,1,18AL0035,265800.0,542940.0,1989-11-14,2002-11-28,14,14
B18A0184,1,18AL0036,262330.0,542900.0,1989-11-14,2009-11-27,21,21
B18A0185,1,18AL0037,267000.0,542380.0,1989-11-14,2001-12-12,13,13
B18A0186,1,18AL0040,261330.0,541480.0,1991-10-14,2017-06-28,27,27
B18A0187,1,18AL0041,262590.0,541870.0,1989-11-14,1991-09-27,3,3
B18A0188,1,18AL0043,265480.0,541480.0,1989-11-14,2005-01-28,17,17
B18A0189,1,18AL0044,264840.0,540300.0,1989-11-14,2005-01-28,17,17
B18A0190,1,18AL0045,267600.0,540800.0,1989-11-14,2006-07-28,18,18
B18A0191,1,18AL0048,262140.0,539700.0,1989-11-14,2009-11-27,21,21
B18A0192,1,18AL0049,263380.0,539760.0,1989-11-14,2007-12-14,19,19
B18A0193,1,18AL0050,266650.0,539180.0,1989-11-14,2001-04-17,13,13
B18A0194,1,18AL0051,268620.0,539810.0,1989-11-14,2006-10-16,18,18
B18A0195,1,18AL0052,268740.0,539500.0,1989-11-14,2000-04-28,12,12
B18A0196,1,18AL0053,267980.0,538360.0,1989-11-14,2002-11-28,14,14
B18A0197,1,18AL0054,262090.0,549920.0,1989-11-14,1991-12-27,3,3
B18A0198,1,18AL0055,261910.0,547630.0,1991-11-28,1995-12-14,5,5
B18A0199,1,18AL0055,261920.0,547640.0,1996-04-16,1999-12-28,4,4
B18A0200,1,18AL0055,261900.0,547620.0,2002-06-10,2009-11-27,8,8
B18A0201,1,18AL0057,261560.0,549500.0,1992-02-28,2009-11-27,18,18
B18A0202,1,18AL0058,262050.0,541630.0,1993-03-01,2009-11-27,17,17
B18A0203,1,18AP7000,268500.0,544980.0,1994-12-14,2000-11-28,7,7
B18A0204,1,18AP7001,268540.0,544960.0,1994-12-14,2000-11-28,7,7
B18A0205,1,18AP7002,268560.0,544970.0,1994-12-14,2000-11-28,7,7
B18A0206,1,18AP7003,269010.0,544300.0,1994-12-14,2000-11-28,7,7
B18A0207,1,18AP7004,269025.0,544300.0,1994-12-14,2000-11-28,7,7
B18A0208,1,18AP7005,269070.0,544300.0,1994-12-14,2000-11-28,7,7
B18A0209,1,18AW0011,268650.0,544570.0,1961-10-18,1990-08-28,30,30
B18A0210,5,,266543.0,545964.0,2004-09-30,2019-07-18,16,16
B18A0271,1,18AL0043,265370.0,541371.0,2005-02-28,2009-11-27,5,5
B18A0272,1,18AL0044,264784.0,540422.0,2005-02-28,2009-11-27,5,5
B18A0273,1,18AL0033,264679.0,543346.0,2006-04-28,2009-11-27,4,4
B18A0481,4,,262576.0,542467.0,2009-10-10,2019-08-29,11,11
B18A0486,1,,267973.0,545773.0,2012-05-08,2015-05-01,4,4
B18A0487,1,,268172.0,545344.0,2012-05-08,2015-05-01,4,4
B18A0488,1,,267201.0,545610.0,2012-05-08,2015-05-01,4,4
B18A0489,1,,266974.0,544395.0,2012-05-08,2015-05-01,4,4
B18A0490,1,,268360.0,544553.0,2012-05-08,2015-05-01,4,4
B18A0491,1,,267748.0,543928.0,2012-05-08,2015-05-01,4,4
B18A0492,1,,267965.0,544785.0,2012-05-08,2015-05-01,4,4
B18A0493,1,,267525.0,544152.0,2012-05-08,2015-05-01,4,4
B18A0494,1,,266101.0,545665.0,2012-05-08,2015-05-01,4,4
B18B0007,1,18BP0007,270640.0,549090.0,1972-06-28,2020-02-27,49,49
B18B0008,2,18BP0008,271420.0,549480.0,1972-06-28,2020-02-27,49,49
B18B0009,2,18BP0009,272270.0,549810.0,1972-08-28,2020-02-27,49,49
B18B0021,1,18BL0001,270400.0,549160.0,1952-12-15,1974-11-14,23,23
B18C0011,2,18CP0011,262900.0,527425.0,1970-01-28,1987-12-14,15,18
B18C0012,1,18CP0012,265700.0,537140.0,1964-05-14,2019-08-29,56,56
B18C0013,2,18CP0013,264070.0,533550.0,1970-07-08,2019-08-29,50,50
B18C0015,2,18CP0015,261760.0,530725.0,1969-02-28,2019-08-29,49,51
B18C0016,3,18CP0016,265360.0,528180.0,1969-03-01,2017-06-28,45,49
B18C0017,3,18CP0017,264865.0,525780.0,1970-01-28,1982-02-28,13,13
B18C0031,3,18CP0031,262800.0,527440.0,1975-02-14,1988-12-14,13,14
B18C0032,2,18CP0032,262760.0,527440.0,1975-02-14,1991-09-27,16,17
B18C0033,3,18CP0033,262680.0,527450.0,1975-02-14,2019-08-29,45,45
B18C0034,2,18CP0034,260520.0,534820.0,1975-02-14,2013-06-11,39,39
B18C0035,3,18CP0035,261540.0,535345.0,1975-02-14,2000-07-28,26,26
B18C0036,3,18CP0036,260210.0,527345.0,1975-02-14,1986-08-29,12,12
B18C0040,4,18CP0040,260965.0,535250.0,1976-05-14,1997-09-29,22,22
B18C0045,3,18CP0045,264201.0,525281.0,1982-01-28,2019-08-29,38,38
B18C0061,5,18CP0061,260400.0,526980.0,1989-12-05,2019-08-29,31,31
B18C0067,1,18CP0020,261040.0,527920.0,1975-03-14,2000-12-28,25,26
B18C0068,1,18CP0021,263980.0,536620.0,1975-11-28,2006-03-27,31,32
B18C0069,1,18CP0022,261070.0,535820.0,1975-11-28,2006-03-27,30,32
B18C0070,1,18CP0023,262500.0,535410.0,1975-11-28,2006-03-27,31,32
B18C0071,1,18CP0024,262030.0,533160.0,1975-11-28,2006-03-27,31,32
B18C0072,1,18CP0025,263850.0,533620.0,1975-11-28,2006-03-27,31,32
B18C0073,1,18CP0026,265860.0,533850.0,1975-11-28,2006-03-27,31,32
B18C0074,1,18CP0027,261770.0,531990.0,1975-11-28,1979-12-14,5,5
B18C0075,1,18CP0028,263980.0,531170.0,1975-11-28,1985-08-14,11,11
B18C0076,1,18CP0037,263910.0,531170.0,1985-08-28,2006-03-14,22,22
B18C0078,1,18CL0001,261500.0,536170.0,1952-08-28,1965-04-28,12,14
B18C0079,1,18CL0001,261520.0,536170.0,1966-04-28,1989-10-27,24,24
B18C0080,1,18CL0002,263730.0,536980.0,1952-08-28,1966-04-28,13,15
B18C0081,1,18CL0002,263920.0,536960.0,1968-04-29,1984-05-28,17,17
B18C0082,1,18CL0002,263800.0,536940.0,1984-06-14,2009-10-14,25,26
B18C0083,1,18CL0003,266900.0,535810.0,1952-08-28,1959-08-28,6,8
B18C0084,1,18CL0003,266900.0,535780.0,1960-08-29,1960-12-14,1,1
B18C0085,1,18CL0003,266870.0,535840.0,1961-04-28,1980-10-13,20,20
B18C0086,1,18CL0003,266930.0,535830.0,1980-11-14,1989-10-27,10,10
B18C0087,1,18CL0004,264800.0,534390.0,1952-08-28,1980-10-13,27,29
B18C0088,1,18CL0005,266710.0,533120.0,1952-08-28,1987-09-28,36,36
B18C0089,1,18CL0006,263980.0,532790.0,1963-05-14,1970-05-14,8,8
B18C0090,1,18CL0006,263970.0,532820.0,1970-09-14,1993-04-28,24,24
B18C0091,1,18CL0006,263970.0,532830.0,1994-09-27,1995-06-20,2,2
B18C0092,1,18CL0007,267690.0,531960.0,1952-08-28,1955-10-14,4,4
B18C0093,1,18CL0007,267630.0,531960.0,1958-10-14,1967-12-14,10,10
B18C0094,1,18CL0007,267650.0,531980.0,1968-08-28,2000-09-14,33,33
B18C0095,1,18CL0008,260620.0,531880.0,1952-12-15,1965-08-27,13,14
B18C0096,1,18CL0008,261000.0,532150.0,1965-10-14,1965-12-14,1,1
B18C0097,1,18CL0008,261020.0,532110.0,1968-04-29,1976-10-14,8,9
B18C0098,1,18CL0009,266780.0,531390.0,1952-08-28,1971-04-28,17,20
B18C0099,1,18CL0009,266760.0,531400.0,1972-04-28,1980-10-13,9,9
B18C0100,1,18CL0010,267580.0,529340.0,1952-08-28,1962-04-27,9,11
B18C0101,1,18CL0010,267560.0,529340.0,1963-08-28,1965-12-14,3,3
B18C0102,1,18CL0010,267570.0,529340.0,1966-08-29,1972-08-28,7,7
B18C0103,1,18CL0010,267550.0,529310.0,1973-04-27,1980-10-13,8,8
B18C0104,1,18CL0010,267640.0,529360.0,1980-11-14,1989-10-27,10,10
B18C0105,1,18CL0014,266130.0,527380.0,1952-08-28,1974-04-28,23,23
B18C0106,1,18CL0014,266140.0,527400.0,1974-05-28,1986-07-28,13,13
B18C0107,1,18CL0014,266140.0,527380.0,1986-09-28,2002-02-28,17,17
B18C0108,1,18CL0015,261760.0,530725.0,1990-10-15,2019-08-29,30,30
B18C0109,1,18CL0016,265360.0,528180.0,1990-05-14,2017-06-28,28,28
B18C0110,1,18CL0018,260170.0,525760.0,1952-12-15,1970-08-28,17,19
B18C0111,1,18CL0018,260210.0,525770.0,1970-10-14,1972-12-14,3,3
B18C0112,1,18CL0018,260225.0,525757.0,1973-03-07,2013-05-22,41,41
B18C0113,1,18CL0019,260830.0,529770.0,1975-03-14,1995-05-15,21,21
B18C0114,1,18CL0019,261000.0,529820.0,1995-10-30,2012-04-16,16,18
B18C0115,1,18CL0029,264140.0,534920.0,1980-11-14,2009-11-27,30,30
B18C0116,1,18CL0030,267120.0,530940.0,1980-11-14,1989-10-27,10,10
B18C0117,1,18CL0033,262680.0,527450.0,1990-01-29,2009-02-27,20,20
B18C0118,1,18CL0038,260560.0,537420.0,1989-11-14,2001-12-12,13,13
B18C0119,1,18CL0039,262170.0,536240.0,1989-11-14,2009-11-27,21,21
B18C0120,1,18CL0041,266140.0,535440.0,1989-11-14,2007-09-14,19,19
B18C0121,1,18CL0042,267440.0,535410.0,1989-11-14,2008-12-11,20,20
B18C0122,1,18CL0043,267980.0,535180.0,1989-11-14,2001-06-28,13,13
B18C0123,1,18CL0044,265700.0,531700.0,1989-11-14,1993-03-15,5,5
B18C0124,1,18CL0044,265790.0,531400.0,1993-05-14,2001-12-12,9,9
B18C0125,1,18CL0045,264200.0,525280.0,1990-06-14,2005-06-28,16,16
B18C0126,1,18CL0046,268020.0,530180.0,1989-11-14,1991-05-28,3,3
B18C0127,1,18CL0047,265400.0,529100.0,1989-11-14,2000-10-27,12,12
B18C0128,1,18CL0048,266760.0,528980.0,1989-11-14,2009-03-26,21,21
B18C0129,1,18CL0049,266540.0,528740.0,1989-11-14,2006-04-13,18,18
B18C0130,1,18CL0050,267820.0,528580.0,1989-11-14,1991-03-14,3,3
B18C0131,2,18CP7000,261790.0,534090.0,1980-01-14,1989-03-14,10,10
B18C0132,2,18CP7001,261784.0,534023.0,1980-01-14,2014-12-29,35,35
B18C0133,2,18CP7002,261870.0,534040.0,1980-01-14,1997-12-15,18,18
B18C0134,2,18CP7003,261870.0,533840.0,1980-01-14,1997-12-15,18,18
B18C0135,2,18CP7004,262020.0,533780.0,1980-01-14,1997-12-15,18,18
B18C0136,1,18CP7005,262890.0,531830.0,1980-01-14,1986-10-14,7,7
B18C0137,2,18CP7006,262810.0,531720.0,1980-01-14,1986-10-14,7,7
B18C0138,2,18CP7007,262950.0,531600.0,1980-01-14,1991-04-15,12,12
B18C0139,1,18CP7008,262950.0,531540.0,1980-01-14,1991-04-15,12,12
B18C0140,1,18CP7009,262950.0,531480.0,1980-01-14,1991-04-15,12,12
B18C0141,1,18CP7010,263150.0,531440.0,1980-01-14,1991-11-13,12,12
B18C0142,1,18CP7011,263150.0,530370.0,1980-01-14,1986-10-14,7,7
B18C0143,2,18CP7012,263150.0,530300.0,1980-01-14,1986-10-14,7,7
B18C0144,1,18CP7013,263150.0,530200.0,1980-01-14,1986-10-14,7,7
B18C0145,1,18CP7014,263150.0,530100.0,1980-01-14,1986-10-14,7,7
B18C0146,1,18CP7015,263150.0,530020.0,1980-01-14,1986-10-14,7,7
B18C0147,2,18CP7016,263116.0,530806.0,1980-01-14,2014-12-29,35,35
B18C0148,2,18CP7017,263040.0,530740.0,1980-01-14,1997-12-15,18,18
B18C0149,2,18CP7018,261800.0,534150.0,1981-01-14,1997-12-15,17,17
B18C0150,2,18CP7020,261886.0,533735.0,1981-01-14,2014-12-29,34,34
B18C0151,2,18CP7021,262030.0,533720.0,1981-01-14,1997-12-15,17,17
B18C0152,3,18CP7022,263093.0,531111.0,1982-05-14,2014-12-29,31,33
B18C0153,3,18CP7023,262909.0,531059.0,1982-05-14,2014-12-29,33,33
B18C0154,3,18CP7024,262788.0,531060.0,1982-05-14,2014-12-29,32,33
B18C0155,3,18CP7025,262650.0,531000.0,1982-05-14,1997-12-15,15,16
B18C0156,1,18CP7026,263310.0,531370.0,1988-01-14,1988-05-27,1,1
B18C0157,1,18CP7027,263380.0,531370.0,1988-01-14,1988-05-27,1,1
B18C0158,1,18CP7028,263460.0,531370.0,1988-01-14,1988-10-14,1,1
B18C0159,1,18CP7029,263080.0,531380.0,1988-01-14,1991-05-14,4,4
B18C0160,1,18CP7030,262980.0,531390.0,1988-01-14,1991-05-14,4,4
B18C0161,1,18CP7031,262910.0,531380.0,1988-01-14,1991-04-28,4,4
B18C0162,1,18CP7032,262850.0,531380.0,1988-01-14,1990-01-29,3,3
B18C0163,1,18CP7033,262750.0,531380.0,1988-01-14,1991-05-14,4,4
B18C0164,1,18CP7034,262640.0,531380.0,1988-01-14,1988-05-27,1,1
B18C0165,1,18CP7035,262590.0,531400.0,1988-01-14,1988-03-28,1,1
B18C0166,2,18CP7036,263390.0,530080.0,1988-02-28,1997-12-29,6,7
B18C0167,1,18CP7037,263280.0,530080.0,1988-01-14,1989-12-15,2,2
B18C0168,1,18CP7038,263210.0,530080.0,1998-12-14,2008-08-28,8,11
B18C0169,3,18CP7039,263170.0,530080.0,1988-01-14,2008-08-28,14,14
B18C0170,1,18CP7040,263090.0,530080.0,1988-01-14,1997-12-29,10,10
B18C0171,1,18CP7041,263000.0,530080.0,1988-01-14,1997-12-29,10,10
B18C0172,1,18CP7042,262370.0,534040.0,1988-01-14,1997-12-29,10,10
B18C0173,1,18CP7043,261990.0,534040.0,1988-01-14,1997-12-29,10,10
B18C0174,1,18CP7044,261720.0,534040.0,1988-01-14,1997-12-29,10,10
B18C0175,1,18CP7045,261680.0,534040.0,1988-01-14,1988-03-28,1,1
B18C0176,1,18CP7046,261640.0,534040.0,1988-01-14,1988-03-28,1,1
B18C0177,1,18CP7047,261580.0,534040.0,1988-01-14,1997-12-29,10,10
B18C0179,2,18CP7067,264410.0,525310.0,1982-04-28,1990-04-27,9,9
B18C0180,1,18CP7068,267750.0,526375.0,1980-03-28,1983-02-24,4,4
B18C0181,2,18CP7069,268220.0,526375.0,1980-01-28,1983-02-24,4,4
B18C0185,1,18CP7073,261303.0,525433.0,1990-04-11,2013-05-22,23,24
B18C0186,1,18CP7074,260830.0,527070.0,1990-01-10,1994-01-21,5,5
B18C0187,1,18CP7075,261190.0,527420.0,1990-01-10,1994-01-21,5,5
B18C0188,1,18CP7076,264090.0,525540.0,1990-01-10,1994-01-21,5,5
B18C0189,1,18CP7077,265280.0,527130.0,1990-01-10,1994-01-21,5,5
B18C0190,1,18CP7078,265780.0,527210.0,1990-01-10,1994-01-21,5,5
B18C0191,1,18CP7079,267310.0,525510.0,1990-01-10,1994-01-21,5,5
B18C0192,1,18CP7080,267550.0,525630.0,1990-01-10,1994-01-21,5,5
B18C0193,1,18CP7081,267670.0,525500.0,1990-01-10,1994-01-21,5,5
