locname,nmeas,firstyear,lastyear,nyears,yearspan,mean,std,q05,q50,q95,q95-q05,ref,firstdate,lastdate,alias,xcr,ycr
P06D0025,27.0,2018.0,2019.0,2.0,2.0,-0.9933333333333331,0.13958730380881842,-1.13,-1.11,-0.833,0.29699999999999993,NAP,2018-09-14,2019-10-28,,197793.0,579136.0
P06D0026,53.0,2017.0,2019.0,3.0,3.0,-1.358679245283019,1.3732247809386615,-1.26,-1.18,-1.09,0.16999999999999993,NAP,2017-01-28,2019-10-28,,199014.0,580032.0
P06D0027,53.0,2017.0,2019.0,3.0,3.0,-0.6773584905660378,0.1388849959138333,-0.958,-0.66,-0.512,0.44599999999999995,NAP,2017-01-28,2019-10-28,,198463.0,580880.0
P06D0028,53.0,2017.0,2019.0,3.0,3.0,-0.4466037735849058,0.15679412513800986,-0.794,-0.41,-0.25,0.544,NAP,2017-01-28,2019-10-28,,198289.0,581290.0
P06E0001,436.0,1997.0,2018.0,22.0,22.0,-0.9991284403669717,0.19473571130702141,-1.45,-0.97,-0.87,0.58,NAP,1997-04-01,2018-06-28,06ES7004,202280.0,588340.0
P06E0002,167.0,1995.0,2004.0,10.0,10.0,1.4842514970059877,0.09777283226782987,1.3090000000000002,1.5,1.6269999999999998,0.3179999999999996,NAP,1995-01-13,2004-01-29,06ES7605,203850.0,596600.0
P06E0003,368.0,2003.0,2019.0,17.0,17.0,-0.012228260869565213,0.14847244743053675,-0.22299999999999998,0.0,0.17649999999999977,0.39949999999999974,NAP,2003-01-12,2019-09-24,,208703.0,593928.0
P06E0004,359.0,2003.0,2019.0,17.0,17.0,-0.001253481894150443,0.22902840650549422,-0.33,-0.04,0.4,0.73,NAP,2003-01-12,2019-07-15,,205949.0,596746.0
P06E0005,2950.0,2011.0,2020.0,10.0,10.0,-1.0054847457627205,0.2308145724186707,-1.37,-0.94,-0.65,0.7200000000000001,NAP,2011-11-29,2020-02-06,,208000.0,599630.0
P06E0006,17.0,2018.0,2019.0,2.0,2.0,-1.1229411764705883,0.11724785210625142,-1.29,-1.09,-0.9820000000000001,0.30799999999999994,NAP,2018-09-14,2019-05-28,,200221.0,588739.0
P06E0007,15.0,2018.0,2019.0,2.0,2.0,-0.768,0.2224281585462725,-1.1,-0.72,-0.528,0.5720000000000001,NAP,2018-09-14,2019-05-28,,200704.0,589526.0
P06E0008,17.0,2018.0,2019.0,2.0,2.0,-0.7994117647058826,0.10668121837015725,-0.982,-0.75,-0.7020000000000001,0.2799999999999999,NAP,2018-09-14,2019-05-28,,202217.0,588325.0
P06F0002,76.0,2014.0,2019.0,6.0,6.0,-0.0017105263157894957,0.3461305655689087,-0.5525,-0.07,0.6625,1.2149999999999999,NAP,2014-10-28,2019-09-24,,212577.0,594345.0
P06F0004,4384.0,2008.0,2020.0,13.0,13.0,-0.8553604014598551,0.14745450662183215,-1.0085,-0.89,-0.52,0.48849999999999993,NAP,2008-01-01,2020-01-02,,215611.0,594948.0
P06G0001,44.0,1983.0,1985.0,3.0,3.0,0.2647727272727272,0.13249815507910195,0.053,0.29,0.5075000000000003,0.4545000000000003,NAP,1983-01-14,1985-01-03,06GS7017,200760.0,575450.0
P06G0002,44.0,1983.0,1985.0,3.0,3.0,1.0754545454545452,0.07632411138597259,0.903,1.09,1.1684999999999999,0.26549999999999985,NAP,1983-01-14,1985-01-03,06GS7018,200760.0,575450.0
P06G0003,120.0,1980.0,1985.0,6.0,6.0,-0.47708333333333336,0.08155418710387387,-0.5804999999999999,-0.49,-0.32950000000000007,0.25099999999999983,NAP,1980-09-12,1985-10-28,06GS7028,205460.0,583470.0
P06G0004,255.0,1980.0,1996.0,13.0,17.0,-1.2741176470588238,0.0906011522103524,-1.45,-1.27,-1.16,0.29000000000000004,NAP,1980-09-12,1996-06-14,06GS7029,205470.0,583470.0
P06G0005,34.0,1996.0,1998.0,3.0,3.0,-3.67764705882353,0.11439058086698978,-3.8205,-3.69,-3.446,0.37449999999999983,NAP,1996-06-28,1998-09-14,06GS7029,205480.0,583470.0
P06G0006,248.0,1980.0,1995.0,12.0,16.0,-1.5033870967741934,0.11987771837667367,-1.6664999999999999,-1.5,-1.3170000000000006,0.34949999999999926,NAP,1980-09-12,1995-12-29,06GS7030,205470.0,583470.0
P06G0007,20.0,1997.0,1998.0,2.0,2.0,-3.591500000000001,0.06226217910873687,-3.681,-3.58,-3.509,0.17200000000000015,NAP,1997-01-02,1998-09-14,06GS7030,205480.0,583470.0
P06G0008,24.0,1994.0,1996.0,3.0,3.0,1.8312499999999998,0.12326403262562216,1.75,1.7850000000000001,2.1549999999999994,0.40499999999999936,NAP,1994-12-15,1996-09-30,06GS7034,209120.0,578220.0
P06G0009,221.0,1997.0,2009.0,13.0,13.0,-0.8038461538461528,0.14405224382511003,-1.05,-0.8,-0.53,0.52,NAP,1997-01-12,2009-12-14,06GS7044,203560.0,582870.0
P06G0010,34.0,1997.0,1998.0,2.0,2.0,-1.9626470588235292,0.06121540821728264,-2.04,-1.97,-1.8430000000000002,0.19699999999999984,NAP,1997-01-02,1998-09-14,06GS7045,207120.0,584160.0
P06G0011,398.0,1997.0,2017.0,21.0,21.0,-0.9721356783919615,0.45169282677123795,-1.45,-1.185,-0.29,1.16,NAP,1997-01-02,2017-12-28,06GS7046,203250.0,581110.0
P06G0012,60.0,1996.0,1999.0,4.0,4.0,-0.7648333333333331,0.10841683005672147,-0.83,-0.8,-0.61,0.21999999999999997,NAP,1996-10-15,1999-04-28,06GS7047,209160.0,578460.0
P06G0013,42.0,2002.0,2003.0,2.0,2.0,-1.6969047619047615,0.0724985481852314,-1.76,-1.72,-1.5050000000000003,0.25499999999999967,NAP,2002-02-14,2003-10-28,06GS7048,207119.0,584145.0
P06G0014,170.0,2001.0,2009.0,9.0,9.0,-1.2640000000000005,0.1079853156793408,-1.4,-1.27,-1.14,0.26,NAP,2001-09-03,2009-05-28,06GS7049,205938.0,583296.0
P06G0015,385.0,2001.0,2019.0,19.0,19.0,-0.641038961038961,0.1489930124164143,-0.88,-0.62,-0.42,0.46,NAP,2001-05-05,2019-10-28,06GS7050,204908.0,582828.0
P06G0016,154.0,2010.0,2017.0,8.0,8.0,-1.5300649350649345,0.13970789673269327,-1.67,-1.6,-1.24,0.42999999999999994,NAP,2010-04-14,2017-11-28,,207657.0,583012.0
P06G0017,123.0,2013.0,2019.0,7.0,7.0,-0.5055284552845529,0.11091425762414678,-0.767,-0.5,-0.3410000000000001,0.42599999999999993,NAP,2013-06-14,2019-10-28,,203405.0,582347.0
P06G0018,174.0,2010.0,2019.0,10.0,10.0,-0.6363793103448275,0.12550519795599108,-0.85,-0.65,-0.44650000000000006,0.4034999999999999,NAP,2010-10-14,2019-10-28,,204017.0,582946.0
P06G0019,38.0,2010.0,2012.0,3.0,3.0,-0.7923684210526317,0.1975585333792318,-1.0315,-0.86,-0.55,0.48150000000000004,NAP,2010-10-14,2012-10-28,,204171.0,583215.0
P06G0020,133.0,2010.0,2017.0,8.0,8.0,-0.6687969924812034,0.09291603894870153,-0.85,-0.66,-0.53,0.31999999999999995,NAP,2010-10-14,2017-11-28,,204590.0,583944.0
P06G0022,92.0,2012.0,2017.0,6.0,6.0,-0.707282608695652,0.0809029164617755,-0.8345,-0.69,-0.6109999999999999,0.22350000000000014,NAP,2012-11-14,2017-11-28,,203292.0,583319.0
P06G0023,18.0,2018.0,2019.0,2.0,2.0,-0.9872222222222224,0.14640015893416136,-1.1945,-0.99,-0.7985000000000001,0.3959999999999998,NAP,2018-05-14,2019-04-28,,208718.0,582673.0
P06G0024,16.0,2018.0,2019.0,2.0,2.0,-1.0462500000000001,0.1414154635580329,-1.2125,-1.0750000000000002,-0.8674999999999999,0.345,NAP,2018-06-18,2019-04-28,,208974.0,582717.0
P06G0025,18.0,2018.0,2019.0,2.0,2.0,-1.0083333333333333,0.16988750603232233,-1.253,-0.9550000000000001,-0.82,0.43299999999999994,NAP,2018-05-14,2019-04-28,,208650.0,583490.0
P06G0026,18.0,2018.0,2019.0,2.0,2.0,-1.0038888888888888,0.14621253220966868,-1.2129999999999999,-1.0150000000000001,-0.82,0.3929999999999999,NAP,2018-05-14,2019-04-28,,208475.0,583339.0
P06G0027,18.0,2018.0,2019.0,2.0,2.0,-0.868888888888889,0.06452440385474675,-0.9365,-0.88,-0.7785000000000001,0.15799999999999992,NAP,2018-05-14,2019-04-28,,208711.0,581476.0
P06G0028,33.0,2018.0,2019.0,2.0,2.0,-1.3748484848484845,0.08526140730575336,-1.51,-1.35,-1.256,0.254,NAP,2018-01-15,2019-08-28,,205468.0,583485.0
P06G0029,33.0,2018.0,2019.0,2.0,2.0,-1.154545454545455,0.13254930472023677,-1.348,-1.11,-1.016,0.3320000000000001,NAP,2018-01-15,2019-08-28,,205618.0,583441.0
P06G0030,21.0,2018.0,2019.0,2.0,2.0,-1.165238095238095,0.16314469184190603,-1.36,-1.19,-0.96,0.40000000000000013,NAP,2018-09-14,2019-08-28,,205645.0,583464.0
P06G0031,21.0,2018.0,2019.0,2.0,2.0,-1.0385714285714283,0.13595167208555084,-1.2,-1.03,-0.87,0.32999999999999996,NAP,2018-09-14,2019-08-28,,205871.0,583333.0
P06G0032,21.0,2018.0,2019.0,2.0,2.0,-1.1657142857142857,0.17072115945516034,-1.39,-1.2,-0.96,0.42999999999999994,NAP,2018-09-14,2019-08-28,,205945.0,583305.0
P06G0033,21.0,2018.0,2019.0,2.0,2.0,-0.9938095238095238,0.25566533183981344,-1.31,-1.12,-0.66,0.65,NAP,2018-09-14,2019-08-28,,205263.0,582230.0
P06G0034,21.0,2018.0,2019.0,2.0,2.0,-0.8785714285714287,0.19537875304868013,-1.17,-0.87,-0.64,0.5299999999999999,NAP,2018-09-14,2019-08-28,,205614.0,582418.0
P06G0036,2.0,2019.0,2019.0,1.0,1.0,-1.5,0.7071067811865476,-1.95,-1.5,-1.05,0.8999999999999999,NAP,2019-01-14,2019-01-28,,204580.0,582974.0
P06H0001,42.0,1986.0,1988.0,3.0,3.0,-0.9757142857142858,0.0987270901400732,-1.0795000000000001,-1.01,-0.7315000000000002,0.348,NAP,1986-11-14,1988-12-28,06HS7010,217250.0,579850.0
P06H0002,11.0,1986.0,1987.0,2.0,2.0,-1.1018181818181818,0.08964576753178943,-1.22,-1.12,-1.0,0.21999999999999997,NAP,1986-11-14,1987-05-25,06HS7011,217200.0,579600.0
P06H0003,15.0,1986.0,1987.0,2.0,2.0,-0.996,0.11691266581757268,-1.1489999999999998,-1.03,-0.814,0.33499999999999985,NAP,1986-11-14,1987-07-30,06HS7012,217300.0,579460.0
P06H0004,12.0,1986.0,1987.0,2.0,2.0,-1.0825,0.15130492992028324,-1.25,-1.1400000000000001,-0.84,0.41000000000000003,NAP,1986-11-14,1987-06-26,06HS7013,217600.0,579800.0
P06H0005,0.0,,,0.0,,,,,,,,NAP,,,06HS7014,217590.0,579500.0
P06H0006,106.0,1994.0,1999.0,6.0,6.0,-0.8646226415094346,0.09951477065098366,-0.9475,-0.885,-0.68,0.26749999999999996,NAP,1994-12-15,1999-05-14,06HS7015,217230.0,579900.0
P06H0007,94.0,1994.0,1998.0,5.0,5.0,-2.099468085106385,0.08206170011888181,-2.22,-2.12,-1.94,0.28000000000000025,NAP,1994-12-15,1998-11-27,06HS7016,217660.0,579660.0
P06H0008,66.0,1994.0,1998.0,5.0,5.0,-1.5198484848484843,0.07760833468805799,-1.61,-1.55,-1.38,0.2300000000000002,NAP,1994-12-15,1998-08-15,06HS7017,217480.0,579590.0
P06H0009,105.0,1994.0,1999.0,6.0,6.0,-0.7705714285714286,0.10892683298919024,-0.928,-0.79,-0.57,0.3580000000000001,NAP,1994-12-15,1999-08-12,06HS7018,216353.0,576530.0
P06H0010,106.0,1994.0,1999.0,6.0,6.0,-2.0836792452830193,0.09194538204513039,-2.21,-2.11,-1.9124999999999999,0.2975000000000001,NAP,1994-12-15,1999-05-28,06HS7019,218761.0,579677.0
P06H0011,107.0,1994.0,1999.0,6.0,6.0,-1.898317757009345,0.0945045270085524,-2.04,-1.9,-1.72,0.32000000000000006,NAP,1994-12-15,1999-05-28,06HS7020,218620.0,579333.0
P06H0012,75.0,1994.0,1999.0,6.0,6.0,-0.9126666666666665,0.0883533038788381,-1.0,-0.92,-0.727,0.273,NAP,1994-12-15,1999-04-28,06HS7021,218560.0,580270.0
P06H0013,120.0,1994.0,1999.0,6.0,6.0,-2.841500000000001,0.06992973664491305,-2.9,-2.85,-2.75,0.1499999999999999,NAP,1994-12-15,1999-12-28,06HS7022,219840.0,580000.0
P06H0014,84.0,1994.0,1998.0,5.0,5.0,0.048571428571428564,0.09467945741165779,-0.107,0.04,0.20549999999999982,0.31249999999999983,NAP,1994-12-15,1998-07-23,06HS7073,211000.0,581060.0
P06H0015,69.0,1994.0,1997.0,4.0,4.0,-1.0289855072463767,0.10950617666619421,-1.146,-1.05,-0.8440000000000003,0.3019999999999996,NAP,1994-12-15,1997-11-28,06HS7074,210220.0,578310.0
P06H0016,104.0,1994.0,1999.0,6.0,6.0,-1.2572115384615385,0.10381515248261595,-1.4669999999999999,-1.24,-1.12,0.34699999999999975,NAP,1994-12-15,1999-05-14,06HS7075,213817.0,582262.0
P06H0017,20.0,1994.0,1995.0,2.0,2.0,-1.4235,0.12295805874576224,-1.536,-1.41,-1.3225,0.21350000000000002,NAP,1994-12-15,1995-10-27,06HS7076,214085.0,582015.0
P06H0018,0.0,,,0.0,,,,,,,,NAP,,,06HS7076,214100.0,582850.0
P06H0019,58.0,1994.0,1997.0,4.0,4.0,-0.8184482758620685,0.2452052611276816,-1.2,-0.73,-0.47700000000000004,0.7229999999999999,NAP,1994-12-15,1997-07-28,06HS7077,212280.0,582850.0
P06H0020,102.0,1994.0,1999.0,6.0,6.0,-1.5689215686274505,0.13583556499793092,-1.7295,-1.6150000000000002,-1.2820000000000005,0.44749999999999956,NAP,1994-12-15,1999-05-14,06HS7078,214315.0,582350.0
P06H0021,104.0,1994.0,1999.0,6.0,6.0,-1.972403846153846,0.09594188362549051,-2.1,-1.97,-1.86,0.24,NAP,1994-12-15,1999-05-14,06HS7079,219675.0,583820.0
P06H0022,27.0,1994.0,1996.0,3.0,3.0,-1.6674074074074072,0.42661090714709354,-1.96,-1.93,-0.996,0.964,NAP,1994-12-15,1996-03-28,06HS7080,219668.0,583821.0
P06H0023,101.0,1994.0,1999.0,6.0,6.0,-1.1040594059405942,0.18924681354158532,-1.35,-1.15,-0.76,0.5900000000000001,NAP,1994-12-15,1999-02-28,06HS7081,215625.0,585520.0
P06H0024,63.0,1994.0,1998.0,5.0,5.0,-1.2204761904761898,0.09400460818197694,-1.318,-1.25,-1.0710000000000002,0.2469999999999999,NAP,1994-12-15,1998-07-23,06HS7082,215710.0,585675.0
P06H0028,1194.0,2013.0,2020.0,5.0,8.0,-0.5061809045226145,0.18045203769511084,-0.91,-0.48,-0.31,0.6000000000000001,NAP,2013-09-06,2020-07-01,,213125.0,575133.0
P07A0001,106.0,1994.0,2000.0,7.0,7.0,-0.40198113207547176,0.1205022806448532,-0.6375,-0.38,-0.2725,0.36499999999999994,NAP,1994-12-14,2000-04-28,07AS7005,228820.0,595620.0
P07A0002,66.0,1994.0,1997.0,4.0,4.0,-0.7413636363636362,0.056971959732873834,-0.835,-0.74,-0.6625000000000001,0.17249999999999988,NAP,1994-12-14,1997-10-29,07AS7008,221090.0,596295.0
P07A0003,79.0,1996.0,2000.0,5.0,5.0,-0.7096202531645567,0.14256301384960898,-0.901,-0.73,-0.53,0.371,NAP,1996-11-14,2000-04-28,07AS7009,220920.0,596310.0
P07A0004,56.0,1997.0,2000.0,4.0,4.0,-0.589642857142857,0.06832979612849023,-0.67,-0.61,-0.45,0.22000000000000003,NAP,1997-12-12,2000-04-28,07AS7010,228710.0,595610.0
P07A0005,318.0,2014.0,2015.0,2.0,2.0,-0.9243396226415098,0.03759368196275084,-0.97,-0.93,-0.86,0.10999999999999999,NAP,2014-03-23,2015-02-03,,229606.0,589572.0
P07A0006,399.0,2014.0,2015.0,2.0,2.0,-0.8967167919799497,0.10843564422470343,-0.98,-0.93,-0.68,0.29999999999999993,NAP,2014-01-01,2015-02-03,,229692.0,590158.0
P07B0001,124.0,1994.0,2000.0,7.0,7.0,0.18508064516129022,0.1161194784731709,-0.03,0.2,0.3484999999999999,0.37849999999999995,NAP,1994-12-28,2000-04-28,07BS7000,238895.0,597010.0
P07B0002,114.0,1994.0,2000.0,7.0,7.0,0.253859649122807,0.12424290205633566,0.09,0.24,0.3909999999999997,0.3009999999999997,NAP,1994-12-14,2000-04-28,07BS7001,238975.0,597080.0
P07B0003,80.0,1996.0,2000.0,5.0,5.0,-0.7992500000000001,0.24017807212381798,-1.122,-0.815,-0.34,0.782,NAP,1996-11-29,2000-04-28,07BS7002,239000.0,598620.0
P07B0004,534.0,2014.0,2016.0,3.0,3.0,-0.1549250936329586,0.14694223574223161,-0.4,-0.06,-0.04,0.36000000000000004,NAP,2014-08-19,2016-04-22,,230237.0,591114.0
P07B0005,0.0,,,0.0,,,,,,,,NAP,,,,233619.0,596524.0
P07B0006,757.0,2018.0,2020.0,3.0,3.0,-1.0094319682959072,0.22189198402502022,-1.33,-1.07,-0.65,0.68,NAP,2018-03-26,2020-04-20,,233619.0,596524.0
P07C0001,49.0,1994.0,1996.0,3.0,3.0,-0.9793877551020407,0.09592549546534597,-1.092,-0.98,-0.88,0.21200000000000008,NAP,1994-12-15,1996-12-30,07CS7001,220860.0,581000.0
P07C0002,92.0,1994.0,1999.0,6.0,6.0,-1.6143478260869566,0.09578254157176785,-1.7245,-1.63,-1.4319999999999997,0.2925000000000002,NAP,1994-12-15,1999-05-28,07CS7002,221360.0,580340.0
P07C0003,99.0,1994.0,1999.0,6.0,6.0,-1.6888888888888889,0.10829748229391957,-1.81,-1.71,-1.5050000000000003,0.3049999999999997,NAP,1994-12-15,1999-03-28,07CS7003,221440.0,580280.0
P07C0004,101.0,1995.0,1999.0,5.0,5.0,-1.7964356435643576,0.0879498056668216,-1.91,-1.82,-1.64,0.27,NAP,1995-03-14,1999-05-28,07CS7014,222713.0,579155.0
P07C0005,121.0,1994.0,1999.0,6.0,6.0,-1.355371900826446,0.08304658654749199,-1.48,-1.36,-1.21,0.27,NAP,1994-12-15,1999-12-28,07CS7017,223415.0,579149.0
P07C0006,119.0,1994.0,1999.0,6.0,6.0,-1.359579831932773,0.07421218957373138,-1.48,-1.36,-1.25,0.22999999999999998,NAP,1994-12-15,1999-12-28,07CS7018,222975.0,580260.0
P07C0007,61.0,2006.0,2010.0,5.0,5.0,-1.4321311475409835,0.07038263881806746,-1.54,-1.42,-1.3,0.24,NAP,2006-11-14,2010-08-23,,224628.0,579051.0
P07C0008,62.0,2006.0,2010.0,5.0,5.0,-1.2520967741935485,0.07078337066849869,-1.4169999999999998,-1.22,-1.18,0.23699999999999988,NAP,2006-11-14,2010-08-23,,224632.0,579041.0
P07C0009,68.0,2006.0,2010.0,5.0,5.0,-0.7070588235294116,0.13571324931776668,-0.9594999999999999,-0.67,-0.5635,0.3959999999999999,NAP,2006-11-14,2010-08-23,,224515.0,578799.0
P07C0010,64.0,2006.0,2010.0,5.0,5.0,-0.69328125,0.11952358719861698,-0.9185,-0.66,-0.5715,0.347,NAP,2006-11-14,2010-08-23,,224425.0,578793.0
P07C0011,72.0,2006.0,2010.0,5.0,5.0,-0.6680555555555556,0.12676515815007597,-0.8544999999999999,-0.64,-0.5255,0.32899999999999996,NAP,2006-11-14,2010-08-23,,224428.0,578224.0
P07C0012,0.0,,,0.0,,,,,,,,NAP,,,,224424.0,578236.0
P07C0013,0.0,,,0.0,,,,,,,,NAP,,,,229350.0,577614.0
P07C0014,0.0,,,0.0,,,,,,,,NAP,,,,229806.0,576268.0
P07C0015,2265.0,2014.0,2020.0,7.0,7.0,-0.9093200883002307,0.05435273217320234,-0.99,-0.91,-0.82,0.17000000000000004,NAP,2014-04-09,2020-07-29,,225945.0,579022.0
P07C0016,2304.0,2014.0,2020.0,7.0,7.0,-0.8430425347222117,0.05854870873604197,-0.91,-0.86,-0.71,0.20000000000000007,NAP,2014-04-09,2020-07-29,,227072.0,578239.0
P07C0017,2261.0,2014.0,2020.0,7.0,7.0,-0.8962848297213678,0.053886116267531994,-0.97,-0.9,-0.81,0.15999999999999992,NAP,2014-04-09,2020-07-30,,225986.0,577891.0
P07C0018,2305.0,2014.0,2020.0,7.0,7.0,-0.8679088937093328,0.05179889358467787,-0.93,-0.88,-0.7420000000000028,0.18799999999999728,NAP,2014-04-09,2020-07-30,,226015.0,577905.0
P07D0001,246.0,1994.0,2009.0,16.0,16.0,-0.43284552845528457,0.2321435879556083,-1.06,-0.39,-0.18,0.8800000000000001,NAP,1994-12-14,2009-09-29,07DS7003,235629.0,575039.0
P07D0002,203.0,1994.0,2007.0,14.0,14.0,-0.438768472906404,0.10551129915154368,-0.599,-0.43,-0.27100000000000024,0.32799999999999974,NAP,1994-12-14,2007-03-28,07DS7004,235643.0,575188.0
P07D0003,265.0,1984.0,2004.0,21.0,21.0,-0.8845283018867931,0.10865510554557758,-1.14,-0.86,-0.77,0.3699999999999999,NAP,1984-09-28,2004-04-14,07DS7808,233073.0,575854.0
P07D0004,160.0,2003.0,2010.0,8.0,8.0,-0.23543750000000002,0.3109467120012729,-0.56,-0.34,0.38049999999999984,0.9404999999999999,NAP,2003-07-14,2010-10-28,,238459.0,578124.0
P07D0005,57.0,2003.0,2006.0,4.0,4.0,0.05315789473684209,0.35979239001092617,-0.524,0.25,0.44599999999999984,0.9699999999999999,NAP,2003-07-14,2006-08-28,,237997.0,578038.0
P07D0006,164.0,2003.0,2010.0,8.0,8.0,-0.36628048780487804,0.544292364922239,-0.73,-0.63,0.6984999999999999,1.4284999999999999,NAP,2003-07-14,2010-10-28,,238115.0,577840.0
P07D0007,164.0,2003.0,2010.0,8.0,8.0,-0.2596951219512194,0.40752646612159493,-0.6084999999999999,-0.42,0.5385,1.1469999999999998,NAP,2003-07-14,2010-10-28,,238359.0,577845.0
P07D0008,268.0,2007.0,2020.0,14.0,14.0,-1.15268656716418,0.09772440173921555,-1.36,-1.13,-1.02,0.3400000000000001,NAP,2007-03-28,2020-11-28,,232359.0,576038.0
P07D0009,273.0,2007.0,2020.0,14.0,14.0,-1.235970695970695,0.11573562300447703,-1.5,-1.2,-1.11,0.3899999999999999,NAP,2007-03-28,2020-11-28,,232633.0,576048.0
P07D0010,259.0,2007.0,2020.0,14.0,14.0,-1.2447490347490342,0.10192067684832024,-1.4809999999999999,-1.22,-1.12,0.36099999999999977,NAP,2007-03-28,2020-11-28,,232876.0,576019.0
P07D0012,0.0,,,0.0,,,,,,,,NAP,,,,232184.0,576384.0
P07D0013,0.0,,,0.0,,,,,,,,NAP,,,,230308.0,577984.0
P07D0014,0.0,,,0.0,,,,,,,,NAP,,,,230307.0,577984.0
P07E0001,0.0,,,0.0,,,,,,,,NAP,,,07ES7000,248820.0,593380.0
P07E0002,126.0,1994.0,2000.0,7.0,7.0,-2.007063492063493,0.12262507058716801,-2.18,-2.0149999999999997,-1.8,0.3800000000000001,NAP,1994-12-14,2000-04-28,07ES7001,248170.0,590900.0
P07E0003,73.0,1996.0,2000.0,5.0,5.0,-0.9410958904109591,0.16718720083118083,-1.218,-0.89,-0.77,0.44799999999999995,NAP,1996-11-29,2000-04-28,07ES7002,248820.0,593300.0
P07E0004,0.0,,,0.0,,,,,,,,NAP,,,,248096.0,590934.0
P07E0005,0.0,,,0.0,,,,,,,,NAP,,,,247341.0,590353.0
P07E0006,180.0,2019.0,2020.0,2.0,2.0,-2.338222222222222,0.02148549089633486,-2.3605,-2.34,-2.29,0.07050000000000001,NAP,2019-11-01,2020-04-28,,248094.0,590931.0
P07E0007,180.0,2019.0,2020.0,2.0,2.0,-2.1574444444444443,0.10607324454916438,-2.3305000000000002,-2.15,-2.0,0.33050000000000024,NAP,2019-11-01,2020-04-28,,247343.0,590353.0
P07G0001,144.0,1978.0,1984.0,7.0,7.0,-1.036736111111111,0.045247259486785416,-1.1085,-1.04,-0.9715,0.137,NAP,1978-01-27,1984-10-15,07GS0022,249970.0,581880.0
P07G0002,74.0,1986.0,1994.0,9.0,9.0,-1.992027027027027,0.09783939495284595,-2.157,-1.99,-1.8565000000000003,0.30049999999999977,NAP,1986-07-01,1994-06-14,07GS7017,249380.0,580240.0
P07G0003,7.0,1986.0,1987.0,2.0,2.0,-2.8857142857142857,0.6926003451451913,-3.887,-2.6,-2.317,1.5699999999999998,NAP,1986-07-01,1987-07-14,07GS7018,249340.0,580440.0
P07G0004,62.0,1986.0,1993.0,8.0,8.0,-2.051612903225806,0.24017885103921016,-2.16,-2.005,-1.91,0.2500000000000002,NAP,1986-07-01,1993-02-15,07GS7019,249500.0,580300.0
P07G0005,61.0,1986.0,1993.0,8.0,8.0,-2.05,0.3082531427252607,-2.15,-2.0,-1.81,0.33999999999999986,NAP,1986-07-01,1993-02-15,07GS7020,249600.0,579900.0
P07G0006,63.0,1986.0,1993.0,8.0,8.0,-2.089206349206349,0.3674642909458383,-3.18,-1.98,-1.891,1.2890000000000001,NAP,1986-02-27,1993-02-15,07GS7021,249550.0,579500.0
P07G0007,24.0,1986.0,1988.0,3.0,3.0,-2.3629166666666666,0.4577589945609472,-3.476,-2.26,-2.0675000000000003,1.4084999999999996,NAP,1986-01-29,1988-03-14,07GS7022,249900.0,579700.0
P07G0008,64.0,1986.0,1993.0,8.0,8.0,-1.974375,0.32853148480463257,-2.1955,-1.96,-1.4390000000000014,0.7564999999999986,NAP,1986-01-29,1993-02-15,07GS7023,249680.0,579650.0
P07G0009,148.0,1986.0,2000.0,15.0,15.0,2.3150000000000017,0.18265055294139113,2.0,2.355,2.5365,0.5365000000000002,NAP,1986-07-01,2000-03-15,07GS7024,249426.0,580219.0
P07G0010,69.0,1994.0,2000.0,7.0,7.0,-2.0334782608695647,0.07285816371869633,-2.176,-2.02,-1.944,0.2320000000000002,NAP,1994-07-14,2000-03-15,07GS7025,249480.0,580187.0
P07G0011,90.0,1995.0,2000.0,6.0,6.0,-0.43500000000000005,1.2625462501262537,-2.17,0.47,0.6555,2.8255,NAP,1995-10-13,2000-03-28,07GS7026,244100.0,583100.0
P07G0012,51.0,1994.0,2000.0,5.0,7.0,-1.65,0.08246211251235319,-1.76,-1.65,-1.525,0.2350000000000001,NAP,1994-11-14,2000-03-28,07GS7036,244500.0,583780.0
P07G0013,55.0,1994.0,2000.0,5.0,7.0,-1.9230909090909087,0.06408538075829792,-2.0359999999999996,-1.91,-1.84,0.1959999999999995,NAP,1994-11-14,2000-03-28,07GS7037,244420.0,583830.0
P07G0014,137.0,1994.0,2000.0,7.0,7.0,-1.3112408759124086,0.14621421259211778,-1.542,-1.31,-1.04,0.502,NAP,1994-07-14,2000-03-28,07GS7045,245500.0,582900.0
P07G0015,92.0,1995.0,2000.0,6.0,6.0,0.9857608695652174,0.6529245007860466,0.4355,0.56,2.03,1.5944999999999998,NAP,1995-10-13,2000-03-28,07GS7046,244000.0,583140.0
P07G0016,101.0,1995.0,2000.0,6.0,6.0,5.120396039603961,0.10603698215320165,4.92,5.13,5.29,0.3700000000000001,NAP,1995-03-14,2000-03-28,07GS7047,245600.0,581570.0
P07G0018,207.0,1989.0,2008.0,15.0,20.0,-0.7061352657004828,0.3079631503974466,-1.377,-0.67,-0.32,1.057,NAP,1989-12-28,2008-01-14,07GS7607,242515.0,576625.0
P07G0019,436.0,1990.0,2010.0,21.0,21.0,-0.30332568807339444,0.2753500499460143,-0.5825,-0.385,0.43,1.0125,NAP,1990-04-17,2010-10-28,07GS7608,240135.0,577000.0
