locname,nmeas,firstyear,lastyear,nyears,yearspan,mean,std,q05,q50,q95,q95-q05,ref,firstdate,lastdate,alias,xcr,ycr
P13C0005,146.0,1992.0,2005.0,12.0,14.0,2.3275342465753432,0.17090251967971892,2.0425,2.35,2.5275,0.4849999999999999,NAP,1992-05-14,2005-03-28,13CS7814,269470.0,560460.0
P13C0006,206.0,1984.0,2005.0,21.0,22.0,1.7652427184466026,0.23054905688301394,1.3,1.85,2.02,0.72,NAP,1984-12-14,2005-01-14,13CS7815,269010.0,560660.0
P13C0007,83.0,1992.0,2006.0,13.0,15.0,1.943132530120482,0.3313826456399388,1.44,2.02,2.38,0.94,NAP,1992-05-14,2006-11-28,13CS7816,269630.0,560460.0
P13C0008,2.0,1992.0,1992.0,1.0,1.0,2.305,0.12020815280171303,2.2285000000000004,2.305,2.3815,0.15299999999999958,NAP,1992-05-14,1992-05-28,13CS7817,269500.0,560290.0
P13C0009,195.0,1984.0,2006.0,22.0,23.0,1.9423589743589746,0.05349221312417368,1.86,1.95,2.01,0.1499999999999997,NAP,1984-12-28,2006-12-28,13CS7818,269185.0,560505.0
P13C0010,49.0,1984.0,1987.0,4.0,4.0,1.3826530612244898,0.3692096034673489,0.4800000000000004,1.47,1.6,1.1199999999999997,NAP,1984-12-14,1987-08-28,13CS7819,269010.0,560660.0
P13C0011,47.0,1984.0,1987.0,4.0,4.0,0.30085106382978716,0.16444676404650047,0.02400000000000002,0.3,0.5,0.476,NAP,1984-12-14,1987-07-28,13CS7820,269440.0,560880.0
P13C0012,256.0,1984.0,2001.0,18.0,18.0,1.6097656249999999,0.208610585123311,1.3075,1.5950000000000002,1.92,0.6124999999999998,NAP,1984-12-14,2001-04-27,13CS7821,269785.0,560757.0
P13C0013,49.0,1984.0,1987.0,4.0,4.0,0.4804081632653061,0.19062352932409157,0.020000000000000018,0.5,0.6679999999999998,0.6479999999999998,NAP,1984-12-14,1987-08-28,13CS7822,269011.0,560665.0
P13C0014,47.0,1984.0,1987.0,4.0,4.0,1.061914893617021,0.3166100213873895,0.2100000000000002,1.11,1.3,1.0899999999999999,NAP,1984-12-14,1987-08-28,13CS7823,269780.0,560755.0
P13C0015,148.0,1992.0,2006.0,12.0,15.0,1.8057432432432436,0.34658899813396427,1.48,1.67,2.44,0.96,NAP,1992-05-14,2006-12-28,13CS7824,269930.0,560410.0
P13C0016,14.0,1984.0,1985.0,2.0,2.0,1.012857142857143,0.18010375520061384,0.7324999999999999,1.05,1.267,0.5345,NAP,1984-12-14,1985-07-29,13CS7825,269450.0,560881.0
P13C0017,170.0,1994.0,2006.0,11.0,13.0,2.3755294117647057,0.13664627061080478,2.1145,2.415,2.53,0.41549999999999976,NAP,1994-09-14,2006-12-28,13CS7826,269571.0,578457.0
P13C0018,275.0,2004.0,2016.0,13.0,13.0,11.936872727272727,3.1034481120960367,6.607,13.68,14.106,7.499,NAP,2004-09-14,2016-07-14,,269200.0,552240.0
P13D0001,105.0,1994.0,2000.0,7.0,7.0,7.049333333333334,0.2677551503012043,6.694,6.94,7.44,0.7460000000000004,NAP,1994-12-14,2000-11-28,13DS7008,271780.0,550520.0
P13D0002,143.0,1994.0,2000.0,7.0,7.0,8.283286713286708,0.10196503283386706,8.12,8.28,8.43,0.3100000000000005,NAP,1994-12-14,2000-11-28,13DS7009,271740.0,551400.0
P13D0003,76.0,1994.0,1998.0,5.0,5.0,3.5572368421052634,0.12240477860182337,3.41,3.53,3.8225,0.41249999999999964,NAP,1994-12-14,1998-01-28,13DS7012,274040.0,557460.0
P13D0004,378.0,1992.0,2010.0,19.0,19.0,4.204735449735459,0.20479804081051112,3.93,4.18,4.64,0.7099999999999995,NAP,1992-11-14,2010-11-22,13DS7605,276600.0,560073.0
P13D0005,29.0,1992.0,1994.0,3.0,3.0,3.773103448275863,0.08285544418167025,3.73,3.75,3.94,0.20999999999999996,NAP,1992-11-14,1994-09-28,13DS7606,276600.0,560080.0
P13D0006,329.0,1994.0,2010.0,17.0,17.0,4.086048632218842,0.2113809359112622,3.71,4.13,4.31,0.5999999999999996,NAP,1994-10-28,2010-11-22,13DS7606,276600.0,560078.0
P13D0007,64.0,1996.0,2006.0,9.0,11.0,2.8942187500000003,0.1067083949256995,2.75,2.9050000000000002,3.05,0.2999999999999998,NAP,1996-02-28,2006-12-28,13DS7813,271680.0,558580.0
P13D0008,45.0,1985.0,1987.0,3.0,3.0,1.1793333333333331,1.0133302432169788,0.008000000000000007,1.18,2.2939999999999996,2.2859999999999996,NAP,1985-03-14,1987-08-28,13DS7814,270820.0,550000.0
P13D0009,12.0,1985.0,1987.0,3.0,3.0,2.0708333333333333,1.2493813620663579,0.0,2.735,2.8045,2.8045,NAP,1985-03-14,1987-08-28,13DS7815,270825.0,558530.0
P13D0010,2.0,1987.0,1987.0,1.0,1.0,0.79,0.028284271247461926,0.772,0.79,0.808,0.03600000000000003,NAP,1987-08-14,1987-08-28,13DS7816,270825.0,558530.0
P13D0011,238.0,1967.0,1994.0,28.0,28.0,7.2145798319327765,0.2240865940141206,6.8885,7.295,7.51,0.6215000000000002,NAP,1967-07-14,1994-12-28,13DS9005,272040.0,554220.0
P13D0012,226.0,1967.0,2013.0,39.0,47.0,5.978407079646016,6.696090941420364,0.0,6.85,7.0075,7.0075,NAP,1967-07-14,2013-05-28,13DS9006,272940.0,553700.0
P13D0013,367.0,1978.0,2020.0,43.0,43.0,7.772643051771123,0.8251509817794831,7.6,7.88,8.0,0.40000000000000036,NAP,1978-08-28,2020-11-26,13DS9008,271840.0,552130.0
P14A0001,182.0,1983.0,1994.0,10.0,12.0,-0.5056043956043957,0.17504669489863706,-0.8,-0.46,-0.28,0.52,NAP,1983-07-14,1994-03-28,14AS7014,109490.0,539380.0
P14A0002,288.0,1994.0,2007.0,14.0,14.0,-0.4833680555555554,0.21185124774501296,-1.0865,-0.46,-0.29,0.7965,NAP,1994-04-14,2007-08-28,14AS7014,109496.0,539378.0
P14A0003,176.0,1983.0,1994.0,11.0,12.0,-0.5227272727272726,0.486371350830917,-1.15,-0.81,0.01,1.16,NAP,1983-07-14,1994-04-28,14AS7015,109460.0,539270.0
P14A0004,178.0,1983.0,1994.0,11.0,12.0,-0.2617977528089887,0.21867118879377073,-0.6,-0.185,-0.018499999999999944,0.5815,NAP,1983-07-14,1994-04-28,14AS7016,109350.0,539200.0
P14A0005,246.0,1983.0,1994.0,12.0,12.0,-0.1850000000000002,0.15298592705720032,-0.46,-0.18,0.0,0.46,NAP,1983-07-14,1994-04-28,14AS7017,109410.0,539220.0
P14A0006,209.0,1983.0,1992.0,10.0,10.0,-0.5776555023923449,0.1260637658430067,-0.74,-0.6,-0.38,0.36,NAP,1983-07-14,1992-08-28,14AS7018,109470.0,539525.0
P14A0008,285.0,2002.0,2014.0,13.0,13.0,0.19035087719298235,0.08180974390726017,0.08,0.19,0.32,0.24,NAP,2002-07-14,2014-10-13,,109160.0,537965.0
P14A0010,207.0,2007.0,2019.0,13.0,13.0,-0.37357487922705346,0.07086684455473904,-0.477,-0.37,-0.23,0.24699999999999997,NAP,2007-01-15,2019-08-14,,109447.0,539503.0
P14A0011,135.0,2015.0,2020.0,6.0,6.0,-0.07140740740740742,0.10202547942638415,-0.303,-0.03,0.04,0.34299999999999997,NAP,2015-04-28,2020-11-27,,109683.0,538370.0
P14A0012,135.0,2015.0,2020.0,6.0,6.0,-0.0897777777777778,0.16633210201041762,-0.466,-0.01,0.07,0.536,NAP,2015-04-28,2020-11-27,,109511.0,538291.0
P14A0013,130.0,2015.0,2020.0,6.0,6.0,0.12969230769230772,0.253407593547434,-0.3155,0.28,0.38,0.6955,NAP,2015-04-28,2020-11-27,,109130.0,538091.0
P14C0001,10.0,1985.0,1985.0,1.0,1.0,6.383,0.02162817093001117,6.359,6.375,6.4155,0.05649999999999977,NAP,1985-01-14,1985-05-28,14CS7005,105800.0,526100.0
P14C0002,43.0,1991.0,1994.0,4.0,4.0,-0.42883720930232555,0.06790081359795826,-0.509,-0.44,-0.34,0.16899999999999998,NAP,1991-09-14,1994-01-28,14CS7036,105880.0,526578.0
P14C0003,413.0,1995.0,2019.0,25.0,25.0,-0.2711622276029059,0.19198909082801396,-0.54,-0.32,0.02,0.56,NAP,1995-02-15,2019-08-28,14CS7036,105870.0,526590.0
P14C0004,116.0,1991.0,1999.0,8.0,9.0,-0.41474137931034477,0.0909128699637047,-0.5125,-0.44,-0.215,0.2975,NAP,1991-08-14,1999-09-28,14CS7037,105889.0,526588.0
P14C0005,187.0,1996.0,2006.0,11.0,11.0,1.2279144385026737,0.279889442756873,0.826,1.22,1.787,0.961,NAP,1996-11-14,2006-04-27,14CS7047,106470.0,532570.0
P14C0006,194.0,1996.0,2006.0,11.0,11.0,-0.5035567010309274,0.049308475781340684,-0.59,-0.49,-0.45,0.13999999999999996,NAP,1996-09-16,2006-05-15,14CS7062,106148.0,529144.0
P14C0007,444.0,1996.0,2019.0,24.0,24.0,-0.46351351351351294,0.07061674321249078,-0.53,-0.47,-0.39,0.14,NAP,1996-09-16,2019-08-27,14CS7063,105430.0,530000.0
P14C0008,439.0,1996.0,2019.0,24.0,24.0,-0.4763325740318902,0.12344184518221274,-0.56,-0.48,-0.42,0.14000000000000007,NAP,1996-09-16,2019-08-27,14CS7064,106098.0,529067.0
P14C0009,296.0,1996.0,2010.0,15.0,15.0,0.41790540540540555,0.2006540268201892,-0.3525,0.46,0.54,0.8925000000000001,NAP,1996-09-16,2010-12-14,14CS7065,105410.0,529980.0
P14C0010,58.0,1996.0,2000.0,5.0,5.0,1.244827586206897,0.27582883949894454,0.86,1.2,1.8015,0.9415000000000001,NAP,1996-11-26,2000-01-27,14CS7066,106690.0,532580.0
P14C0011,37.0,1991.0,1993.0,3.0,3.0,-0.8640540540540539,0.07065013405112154,-0.97,-0.87,-0.708,0.262,NAP,1991-08-14,1993-02-28,14CS7067,105889.0,526575.0
P14C0012,37.0,1991.0,1993.0,3.0,3.0,-1.1881081081081086,0.09828636838448256,-1.342,-1.21,-1.0300000000000002,0.31199999999999983,NAP,1991-08-14,1993-02-28,14CS7068,105930.0,526650.0
P14C0013,37.0,1991.0,1993.0,3.0,3.0,-0.41918918918918935,0.04205673274005922,-0.478,-0.42,-0.35,0.128,NAP,1991-08-14,1993-02-28,14CS7069,106000.0,526655.0
P14C0014,234.0,2006.0,2019.0,14.0,14.0,0.3879059829059834,0.21990510957517578,-0.38849999999999996,0.45,0.5035,0.8919999999999999,NAP,2006-06-13,2019-08-27,,106153.0,529113.0
P14C0015,1540.0,1935.0,2020.0,74.0,86.0,2.496357142857143,0.192991671573088,2.16,2.5,2.78,0.6199999999999997,NAP,1935-05-15,2020-11-27,,108620.0,537274.0
P14E0005,38.0,2009.0,2013.0,4.0,5.0,-2.0271052631578943,0.17292253998948595,-2.2215000000000003,-2.085,-1.79,0.4315000000000002,NAP,2009-01-27,2013-10-01,14ES7009,125652.0,547346.0
P14F0002,36.0,2009.0,2013.0,4.0,5.0,-4.377222222222221,0.027527763762750165,-4.4025,-4.38,-4.3375,0.0649999999999995,NAP,2009-01-27,2013-10-01,14FS7005,132350.0,547793.0
P14F0003,32.0,2009.0,2013.0,4.0,5.0,-4.105000000000001,0.03369694156696927,-4.1645,-4.1,-4.0575,0.1070000000000002,NAP,2009-01-27,2013-10-01,14FS7006,132053.0,547502.0
P14F0004,36.0,2009.0,2013.0,4.0,5.0,-5.395277777777779,0.05299520792951069,-5.455,-5.41,-5.297499999999999,0.15750000000000064,NAP,2009-01-27,2013-10-01,14FS7007,132104.0,547385.0
P14F0005,36.0,2009.0,2013.0,4.0,5.0,-4.588055555555554,0.03793373503846217,-4.625,-4.59,-4.54,0.08499999999999996,NAP,2009-01-27,2013-10-01,14FS7008,132236.0,547173.0
P14F0007,36.0,2009.0,2013.0,4.0,5.0,-6.762222222222224,0.0451733873053031,-6.84,-6.77,-6.68,0.16000000000000014,NAP,2009-01-27,2013-10-01,14FS7010,131872.0,547269.0
P15B0001,490.0,1991.0,2019.0,29.0,29.0,-2.071408163265305,0.11399896285671564,-2.1655,-2.08,-2.0,0.1655000000000002,NAP,1991-10-30,2019-10-28,15BS7006,157438.0,548372.0
P15B0002,77.0,1991.0,1995.0,5.0,5.0,-1.6488311688311688,0.06629229585257494,-1.77,-1.65,-1.558,0.21199999999999997,NAP,1991-10-30,1995-03-29,15BS7007,158530.0,549100.0
P15B0003,77.0,1991.0,1995.0,5.0,5.0,-1.2224675324675331,0.06535642851149796,-1.3,-1.22,-1.136,0.16400000000000015,NAP,1991-10-30,1995-03-29,15BS7008,156715.0,548370.0
P15B0005,229.0,1993.0,2008.0,15.0,16.0,-1.7279475982532784,0.838261398777619,-3.3,-1.22,-0.8240000000000001,2.476,NAP,1993-01-29,2008-10-01,15BS7011,156605.0,546794.0
P15B0006,37.0,2012.0,2013.0,2.0,2.0,-1.9213513513513514,0.06650656451150609,-2.0,-1.93,-1.808,0.19199999999999995,NAP,2012-01-13,2013-10-14,,157854.0,548661.0
P15E0001,76.0,1991.0,1995.0,5.0,5.0,-0.874736842105263,0.09847468282708371,-1.02,-0.865,-0.72,0.30000000000000004,NAP,1991-11-14,1995-03-29,15ES7003,160330.0,547320.0
P15E0002,57.0,1992.0,1994.0,3.0,3.0,-1.6477192982456141,0.05483799334206585,-1.7,-1.65,-1.55,0.1499999999999999,NAP,1992-01-29,1994-09-29,15ES7004,160300.0,547510.0
P15E0003,63.0,1991.0,1994.0,4.0,4.0,-0.9355555555555563,0.06564267341811045,-1.029,-0.94,-0.841,0.18799999999999994,NAP,1991-10-29,1994-09-29,15ES7005,160260.0,549160.0
P15E0004,78.0,1992.0,2000.0,8.0,9.0,0.6485897435897439,0.1344515010225104,0.407,0.665,0.82,0.413,NAP,1992-04-01,2000-04-25,15ES7014,166690.0,542280.0
P15E0005,38.0,1992.0,1997.0,6.0,6.0,-0.028421052631578944,0.19477674421077198,-0.3045,-0.025,0.26,0.5645,NAP,1992-01-02,1997-05-30,15ES7015,166275.0,542610.0
P15E0009,299.0,2003.0,2018.0,16.0,16.0,0.2508361204013376,0.09775484625381119,0.07,0.26,0.4,0.33,NAP,2003-04-24,2018-12-28,,166395.0,542162.0
P15E0010,287.0,2003.0,2018.0,16.0,16.0,-0.40268292682926876,0.10543672324947104,-0.59,-0.4,-0.23300000000000012,0.3569999999999999,NAP,2003-04-24,2018-12-28,,166756.0,542522.0
P15E0011,359.0,2003.0,2018.0,16.0,16.0,-0.5232033426183842,0.045960152646110704,-0.59,-0.53,-0.44,0.14999999999999997,NAP,2003-04-24,2018-12-28,,166400.0,542705.0
P15E0012,218.0,2009.0,2019.0,11.0,11.0,-0.6098623853211015,0.061340474288915384,-0.68,-0.62,-0.51,0.17000000000000004,NAP,2009-03-13,2019-10-28,,166832.0,549128.0
P15E0013,140.0,2011.0,2019.0,9.0,9.0,-0.4258571428571427,0.39167962556827396,-0.72,-0.53,0.5704999999999998,1.2904999999999998,NAP,2011-03-16,2019-10-28,,166355.0,547956.0
P15E0014,92.0,2011.0,2019.0,9.0,9.0,-0.8119565217391305,0.630090241453224,-1.2135,-0.995,1.0345,2.248,NAP,2011-03-16,2019-10-28,,166051.0,547979.0
P15E0015,96.0,2011.0,2019.0,9.0,9.0,-0.6182291666666669,0.49857479994515436,-0.9724999999999999,-0.76,0.7925,1.765,NAP,2011-03-16,2019-10-28,,166591.0,547143.0
P15E0016,0.0,,,0.0,,,,,,,,NAP,,,,160895.0,547889.0
P15F0001,34.0,1993.0,1995.0,3.0,3.0,-0.5973529411764705,0.1633050468430804,-0.8574999999999999,-0.565,-0.4,0.4574999999999999,NAP,1993-09-13,1995-03-28,15FS7005,170350.0,542070.0
P15F0002,33.0,1993.0,1995.0,3.0,3.0,-1.040909090909091,0.10941216900908568,-1.222,-1.02,-0.896,0.32599999999999996,NAP,1993-09-27,1995-03-28,15FS7006,170950.0,543040.0
P15F0006,29.0,1993.0,1995.0,3.0,3.0,-1.6244827586206896,0.08122219114857325,-1.79,-1.64,-1.54,0.25,NAP,1993-10-26,1995-03-28,15FS7014,171705.0,543635.0
P15F0007,32.0,1993.0,1995.0,3.0,3.0,-1.1096875,0.06655021751739734,-1.2125,-1.11,-1.02,0.1924999999999999,NAP,1993-10-26,1995-03-28,15FS7015,171705.0,543850.0
P15F0011,144.0,2010.0,2019.0,10.0,10.0,-0.7257638888888889,0.06580942884291678,-0.847,-0.71,-0.64,0.20699999999999996,NAP,2010-01-14,2019-02-14,15FS7019,174397.0,544095.0
P15F0012,1055.0,2007.0,2010.0,4.0,4.0,-1.884549763033193,0.0916585588024731,-1.97,-1.9,-1.7,0.27,NAP,2007-07-06,2010-07-08,,175069.0,545073.0
P15F0013,980.0,2007.0,2010.0,4.0,4.0,-1.5569183673469424,0.12395876225142258,-1.72,-1.58,-1.36,0.3599999999999999,NAP,2007-07-06,2010-07-08,,174910.0,544895.0
P15F0014,0.0,,,0.0,,,,,,,,NAP,,,,177481.0,539153.0
P15F0015,82.0,2012.0,2019.0,7.0,8.0,-1.3064634146341463,0.05861302158486148,-1.39,-1.31,-1.2,0.18999999999999995,NAP,2012-03-22,2019-10-25,,176320.0,542471.0
P15F0016,82.0,2012.0,2019.0,7.0,8.0,-1.1918292682926828,0.0449177038643523,-1.26,-1.19,-1.12,0.1399999999999999,NAP,2012-03-22,2019-10-25,,176745.0,544524.0
P15F0017,82.0,2012.0,2019.0,7.0,8.0,-1.4212195121951217,1.3458049959121052,-1.35,-1.2850000000000001,-1.1704999999999999,0.17950000000000021,NAP,2012-03-22,2019-10-25,,176546.0,543545.0
P15F0018,82.0,2012.0,2019.0,7.0,8.0,-1.2006097560975608,0.047954390907894835,-1.27,-1.19,-1.14,0.13000000000000012,NAP,2012-03-22,2019-10-25,,176618.0,543900.0
P15F0019,0.0,,,0.0,,,,,,,,NAP,,,,174173.0,543839.0
P15H0001,0.0,,,0.0,,,,,,,,NAP,,,,177995.0,525805.0
P15H0002,0.0,,,0.0,,,,,,,,NAP,,,,179695.0,527113.0
P15H0003,0.0,,,0.0,,,,,,,,NAP,,,,174741.0,533096.0
P15H0005,0.0,,,0.0,,,,,,,,NAP,,,,174861.0,535854.0
P15H0006,0.0,,,0.0,,,,,,,,NAP,,,,176297.0,533673.0
P15H0007,0.0,,,0.0,,,,,,,,NAP,,,,171983.0,533869.0
P15H0008,0.0,,,0.0,,,,,,,,NAP,,,,177512.0,525223.0
P16A0001,559.0,1961.0,1987.0,27.0,27.0,-2.1821645796064386,0.09256481656895786,-2.33,-2.17,-2.03,0.30000000000000027,NAP,1961-02-14,1987-02-28,16AS0020,180660.0,541470.0
P16A0002,72.0,1980.0,1989.0,9.0,10.0,-0.9877777777777776,0.07337386843856648,-1.1245,-0.99,-0.8855,0.2390000000000001,NAP,1980-02-27,1989-02-24,16AS7028,189530.0,538940.0
P16A0003,9.0,1980.0,1983.0,3.0,4.0,-1.06,0.08062257748298547,-1.146,-1.05,-0.9380000000000001,0.20799999999999985,NAP,1980-01-29,1983-01-19,16AS7029,189750.0,538530.0
P16A0004,9.0,1980.0,1983.0,3.0,4.0,-1.0566666666666666,0.11390785749894514,-1.188,-1.07,-0.914,0.2739999999999999,NAP,1980-01-29,1983-01-19,16AS7030,189999.0,537510.0
P16A0005,9.0,1980.0,1983.0,3.0,4.0,-1.1466666666666665,0.11989578808281799,-1.292,-1.18,-0.962,0.33000000000000007,NAP,1980-01-29,1983-01-19,16AS7031,189505.0,538605.0
P16A0006,73.0,1980.0,1989.0,9.0,10.0,-2.1802739726027394,0.06859649737453656,-2.24,-2.2,-2.04,0.20000000000000018,NAP,1980-01-29,1989-02-24,16AS7032,189995.0,537550.0
P16A0007,17.0,1980.0,1983.0,3.0,4.0,-1.0899999999999999,0.07356969484781077,-1.18,-1.1,-0.954,0.22599999999999998,NAP,1980-01-29,1983-10-06,16AS7033,188930.0,539100.0
P16A0008,73.0,1980.0,1989.0,9.0,10.0,-1.4947945205479454,0.05671834871247325,-1.588,-1.48,-1.41,0.17800000000000016,NAP,1980-01-29,1989-02-24,16AS7034,189835.0,539455.0
P16A0009,72.0,1980.0,1989.0,9.0,10.0,-1.1723611111111112,0.06352315881464253,-1.2845,-1.17,-1.09,0.1944999999999999,NAP,1980-01-29,1989-02-24,16AS7035,188885.0,538195.0
P16A0010,71.0,1980.0,1989.0,9.0,10.0,-2.5536619718309863,0.08168300114501384,-2.625,-2.58,-2.39,0.23499999999999988,NAP,1980-01-29,1989-02-24,16AS7036,189405.0,540850.0
P16A0011,9.0,1980.0,1983.0,3.0,4.0,-1.14,0.059581876439064894,-1.236,-1.12,-1.082,0.15399999999999991,NAP,1980-01-29,1983-01-19,16AS7037,189500.0,540580.0
P16A0012,9.0,1980.0,1983.0,3.0,4.0,-0.98,0.07449832212875672,-1.072,-0.99,-0.882,0.19000000000000006,NAP,1980-01-29,1983-01-19,16AS7038,188950.0,540330.0
P16A0013,72.0,1980.0,1989.0,9.0,10.0,-1.3347222222222221,0.27057045747265906,-1.8,-1.2149999999999999,-1.0465,0.7535000000000001,NAP,1980-01-29,1989-02-24,16AS7039,188950.0,540330.0
P16A0014,9.0,1980.0,1983.0,3.0,4.0,-1.1444444444444446,0.09125665881335879,-1.248,-1.14,-1.016,0.23199999999999998,NAP,1980-01-29,1983-01-19,16AS7040,188950.0,540330.0
P16A0015,9.0,1980.0,1983.0,3.0,4.0,-2.5999999999999996,0.05385164807134514,-2.684,-2.6,-2.538,0.14600000000000035,NAP,1980-01-29,1983-01-19,16AS7041,189005.0,540455.0
P16A0016,8.0,1980.0,1983.0,3.0,4.0,-0.9349999999999999,0.1227075501228138,-1.079,-0.95,-0.757,0.32199999999999995,NAP,1980-01-29,1983-01-19,16AS7042,188900.0,540090.0
P16A0017,72.0,1980.0,1989.0,9.0,10.0,-2.6270833333333328,0.1307770654398944,-2.75,-2.665,-2.36,0.3900000000000001,NAP,1980-01-29,1989-02-24,16AS7043,188690.0,539660.0
P16A0018,57.0,1980.0,1989.0,9.0,10.0,-2.562982456140351,0.1500233899892269,-2.72,-2.62,-2.29,0.43000000000000016,NAP,1980-01-29,1989-02-24,16AS7063,189615.0,539700.0
P16A0019,4430.0,2001.0,2017.0,17.0,17.0,-1.1117629796839712,0.05302229713836263,-1.2,-1.11,-1.03,0.16999999999999993,NAP,2001-06-14,2017-02-28,16AS7065,189424.0,541405.0
P16A0020,4928.0,2001.0,2018.0,18.0,18.0,-1.0942836850649476,0.043951999317647504,-1.17,-1.09,-1.02,0.1499999999999999,NAP,2001-06-14,2018-07-11,16AS7066,188638.0,541871.0
P16A0021,3022.0,2001.0,2013.0,13.0,13.0,-0.7760589013898007,0.062048132205672804,-0.87,-0.77,-0.68,0.18999999999999995,NAP,2001-06-14,2013-04-22,16AS7067,188137.0,542530.0
P16A0022,3708.0,2001.0,2015.0,15.0,15.0,-0.9003209277238411,0.11444676758300869,-1.12,-0.87,-0.77,0.3500000000000001,NAP,2001-06-14,2015-03-09,16AS7068,188134.0,542540.0
P16A0023,3022.0,2001.0,2013.0,13.0,13.0,-1.1434976836532031,0.10293367976960784,-1.35,-1.13,-0.9905000000000018,0.35949999999999827,NAP,2001-06-14,2013-04-22,16AS7069,188387.0,543134.0
P16A0024,3716.0,2001.0,2015.0,15.0,15.0,-0.543417653390728,0.05043710901239547,-0.63,-0.54,-0.46,0.16999999999999998,NAP,2001-06-14,2015-03-25,16AS7070,187468.0,543822.0
P16A0025,4395.0,2001.0,2017.0,17.0,17.0,-0.9540887372013582,0.06484290984271936,-1.09,-0.94,-0.88,0.21000000000000008,NAP,2001-08-28,2017-02-01,16AS7071,187968.0,542484.0
P16A0026,3694.0,2001.0,2015.0,15.0,15.0,-1.4858391987005926,0.09697782048976458,-1.64,-1.48,-1.34,0.2999999999999998,NAP,2001-06-14,2015-03-02,16AS7072,187220.0,542651.0
P16A0027,3012.0,2001.0,2013.0,13.0,13.0,-0.990883134130152,0.07231442393743745,-1.11,-0.99,-0.87,0.2400000000000001,NAP,2001-09-14,2013-04-22,16AS7073,188455.0,544750.0
P16A0028,4413.0,2002.0,2017.0,16.0,16.0,-0.9733582596872833,0.07869635718700445,-1.12,-0.96,-0.86,0.2600000000000001,NAP,2002-01-14,2017-03-01,16AS7074,189558.0,538940.0
P16A0029,4329.0,2002.0,2017.0,16.0,16.0,-1.183783783783776,0.049746635377966225,-1.28,-1.18,-1.12,0.15999999999999992,NAP,2002-01-14,2017-03-01,16AS7075,189557.0,538941.0
P16A0030,1844.0,2002.0,2010.0,9.0,9.0,-1.069110629067233,0.0826708967774854,-1.13,-1.08,-0.96,0.16999999999999993,NAP,2002-01-14,2010-03-31,16AS7076,189684.0,540669.0
P16A0031,2481.0,2002.0,2017.0,12.0,16.0,-1.1316968964127445,0.03001851623542983,-1.18,-1.13,-1.08,0.09999999999999987,NAP,2002-01-14,2017-06-19,16AS7077,189545.0,540310.0
P16A0032,135.0,2002.0,2012.0,8.0,11.0,-1.4322222222222223,0.9225634845822682,-1.9,-1.67,1.62,3.52,NAP,2002-01-14,2012-12-28,16AS7078,188447.0,539698.0
P16A0033,135.0,2002.0,2012.0,8.0,11.0,-1.5259999999999987,1.0294203556646413,-1.95,-1.86,1.9029999999999998,3.8529999999999998,NAP,2002-01-14,2012-12-28,16AS7079,188393.0,539696.0
P16A0034,3747.0,2002.0,2015.0,14.0,14.0,-1.0537710168134569,0.055639310956963096,-1.16,-1.04,-0.99,0.16999999999999993,NAP,2002-01-14,2015-05-18,16AS7080,188893.0,540208.0
P16A0035,136.0,2002.0,2012.0,8.0,11.0,-1.370588235294118,0.9033827495346934,-1.6925,-1.6549999999999998,1.51,3.2024999999999997,NAP,2002-01-14,2012-12-28,16AS7081,188858.0,540443.0
P16A0036,135.0,2002.0,2012.0,8.0,11.0,-1.080740740740741,0.7054644174041154,-1.373,-1.26,1.26,2.633,NAP,2002-01-14,2012-12-28,16AS7082,189359.0,540805.0
P16A0037,133.0,2002.0,2012.0,8.0,11.0,-1.7124812030075187,1.0712612263935903,-2.11,-2.05,1.9779999999999998,4.087999999999999,NAP,2002-01-14,2012-12-28,16AS7083,189614.0,541100.0
P16A0038,353.0,1988.0,2004.0,17.0,17.0,-1.1358356940509908,0.1794655771489512,-1.504,-1.08,-0.9060000000000002,0.5979999999999998,NAP,1988-12-28,2004-01-27,16AS7623,188400.0,548190.0
P16A0039,16.0,1988.0,1989.0,2.0,2.0,-1.146875,0.1302673532905821,-1.375,-1.11,-1.0075,0.36749999999999994,NAP,1988-12-28,1989-10-26,16AS7624,187260.0,548790.0
P16A0040,333.0,1989.0,2004.0,16.0,16.0,-1.1124924924924922,0.17626676824644472,-1.434,-1.06,-0.88,0.5539999999999999,NAP,1989-11-16,2004-01-27,16AS7624,187280.0,548780.0
P16A0041,131.0,1988.0,1994.0,7.0,7.0,-1.1350381679389312,0.07334191839283186,-1.24,-1.13,-1.04,0.19999999999999996,NAP,1988-12-28,1994-05-27,16AS7625,189430.0,548070.0
P16A0042,273.0,1988.0,2000.0,13.0,13.0,-1.9544322344322338,0.07591929239081002,-2.03,-1.98,-1.8,0.22999999999999976,NAP,1988-12-28,2000-06-28,16AS7626,188840.0,547200.0
P16A0043,337.0,1988.0,2004.0,17.0,17.0,-1.5508011869436198,0.3252365607904152,-1.8,-1.69,-0.86,0.9400000000000001,NAP,1988-12-28,2004-01-27,16AS7627,187120.0,548720.0
P16A0044,351.0,1988.0,2004.0,17.0,17.0,-2.844672364672361,0.1582885008181248,-3.2,-2.8,-2.685,0.5150000000000001,NAP,1988-12-28,2004-01-27,16AS7628,187100.0,548740.0
