location,date,remark
P12C0006,2001-04-14,MKZ
P12C0006,2001-04-28,MKZ
P12C0006,2001-06-14,kraanvogels
P12C0006,2001-06-28,kraanvogels
P12C0006,2002-02-28,geen
P12C0006,2002-07-14,vakantie
P12C0006,2002-08-14,vakantie en werkzaamheden
P12C0006,2002-08-28,vakantie en werkzaamheden
P12C0006,2002-12-28,vakantie
P12C0006,2003-07-14,vakantie
P12C0006,2003-07-28,vakantie
P12C0006,2003-12-28,opnemer met verlof
P12C0006,2004-07-14,vakantie
P12C0006,2004-07-28,vakantie
P12C0007,1987-02-28,ijzel
P12C0007,1987-06-29,tijdgebrek
P12C0007,1988-01-28,slecht weer
P12C0007,1988-10-14,ziekte
P12C0007,1989-06-14,andere werkzaamheden
P12C0007,1989-09-28,andere werkzaamheden
P12C0007,1990-08-14,vakantie
P12C0007,1990-09-28,ander werk
P12C0007,1991-02-14,slecht weer
P12C0007,1992-03-28,ander werk
P12C0007,1992-06-15,ander werk
P12C0007,1992-10-14,ziekte
P12C0007,1992-10-28,ziekte
P12C0007,1992-12-28,verlof
P12C0007,1993-09-28,ander werk
P12C0007,1994-12-28,vakantie
P12C0007,1995-07-14,vakantie
P12C0007,1995-07-28,vakantie
P12C0007,1995-11-14,ander werk
P12C0007,1996-02-14,slecht weer
P12C0007,1996-02-28,ziekte
P12C0007,1996-07-14,vakantie
P12C0007,1996-07-28,vakantie
P12C0007,1996-09-28,vakantie
P12C0007,1996-12-28,vakantie
P12C0007,1997-07-14,vakantie
P12C0007,1997-07-28,vakantie
P12C0007,1997-12-28,vakantie
P12C0007,1998-07-14,vakantie
P12C0007,1998-07-28,vakantie
P12C0007,1998-08-14,vakantie
P12C0007,1998-08-28,vakantie
P12C0007,2001-03-28,MKZ
P12C0007,2001-04-14,MKZ
P12C0007,2001-04-28,MKZ
P12C0007,2001-06-14,kraanvogels
P12C0007,2001-06-28,kraanvogels
P12C0007,2002-02-28,geen
P12C0007,2002-07-14,vakantie
P12C0007,2002-08-14,vakantie en werkzaamheden
P12C0007,2002-08-28,vakantie en werkzaamheden
P12C0007,2002-12-28,vakantie
P12C0007,2003-07-14,vakantie
P12C0007,2003-07-28,vakantie
P12C0007,2003-12-28,opnemer met verlof
P12C0007,2004-07-14,vakantie
P12C0007,2004-07-28,vakantie
P12C0008,1987-02-28,ijzel
P12C0008,1987-06-29,tijdgebrek
P12C0008,1988-01-28,slecht weer
P12C0008,1988-10-14,ziekte
P12C0008,1989-06-14,andere werkzaamheden
P12C0008,1989-09-28,andere werkzaamheden
P12C0008,1990-08-14,vakantie
P12C0008,1990-09-28,ander werk
P12C0008,1991-02-14,slecht weer
P12C0008,1992-03-28,ander werk
P12C0008,1992-06-15,ander werk
P12C0008,1992-10-14,ziekte
P12C0008,1992-10-28,ziekte
P12C0008,1992-12-28,verlof
P12C0008,1993-09-28,ander werk
P12C0008,1994-12-28,vakantie
P12C0008,1995-07-14,vakantie
P12C0008,1995-07-28,vakantie
P12C0008,1995-11-14,ander werk
P12C0008,1996-02-14,slecht weer
P12C0008,1996-02-28,ziekte
P12C0008,1996-07-14,vakantie
P12C0008,1996-07-28,vakantie
P12C0008,1996-09-28,vakantie
P12C0008,1996-12-28,vakantie
P12C0008,1997-07-14,vakantie
P12C0008,1997-07-28,vakantie
P12C0008,1997-12-28,vakantie
P12C0008,1998-07-14,vakantie
P12C0008,1998-07-28,vakantie
P12C0008,1998-08-14,vakantie
P12C0008,1998-08-28,vakantie
P12C0008,2001-03-28,MKZ
P12C0008,2001-04-14,MKZ
P12C0008,2001-04-28,MKZ
P12C0008,2001-06-14,kraanvogels
P12C0008,2001-06-28,kraanvogels
P12C0009,1987-02-28,ijzel
P12C0009,1987-06-29,tijdgebrek
P12C0009,1988-01-28,slecht weer
P12C0009,1988-10-14,ziekte
P12C0009,1989-06-14,andere werkzaamheden
P12C0009,1989-09-28,andere werkzaamheden
P12C0009,1990-08-14,vakantie
P12C0009,1990-09-28,ander werk
P12C0009,1991-02-14,slecht weer
P12C0009,1992-03-28,ander werk
P12C0009,1992-06-15,ander werk
P12C0009,1992-10-14,ziekte
P12C0009,1992-10-28,ziekte
P12C0009,1992-12-28,verlof
P12C0009,1993-09-28,ander werk
P12C0009,1994-12-28,vakantie
P12C0009,1995-07-14,vakantie
P12C0009,1995-07-28,vakantie
P12C0009,1995-11-14,ander werk
P12C0009,1996-02-14,slecht weer
P12C0009,1996-02-28,ziekte
P12C0009,1996-07-14,vakantie
P12C0009,1996-07-28,vakantie
P12C0009,1996-09-28,vakantie
P12C0009,1996-12-28,vakantie
P12C0009,1997-07-14,vakantie
P12C0009,1997-07-28,vakantie
P12C0009,1997-12-28,vakantie
P12C0009,1998-07-14,vakantie
P12C0009,1998-07-28,vakantie
P12C0009,1998-08-14,vakantie
P12C0009,1998-08-28,vakantie
P12C0009,2001-03-28,MKZ
P12C0009,2001-04-14,MKZ
P12C0009,2001-04-28,MKZ
P12C0009,2001-06-14,kraanvogels
P12C0009,2001-06-28,kraanvogels
P12C0009,2002-02-28,geen
P12C0009,2002-07-14,vakantie
P12C0009,2002-08-14,vakantie en werkzaamheden
P12C0009,2002-08-28,vakantie en werkzaamheden
P12C0009,2002-12-28,vakantie
P12C0009,2003-07-14,vakantie
P12C0009,2003-07-28,vakantie
P12C0009,2003-12-28,opnemer met verlof
P12C0009,2004-07-14,vakantie
P12C0009,2004-07-28,vakantie
P12C0010,1987-02-28,ijzel
P12C0010,1987-06-29,tijdgebrek
P12C0010,1988-01-28,slecht weer
P12C0010,1988-10-14,ziekte
P12C0010,1989-06-14,andere werkzaamheden
P12C0010,1989-09-28,andere werkzaamheden
P12C0010,1990-08-14,vakantie
P12C0010,1990-09-28,ander werk
P12C0010,1991-02-14,slecht weer
P12C0010,1992-03-28,ander werk
P12C0010,1992-06-15,ander werk
P12C0010,1992-10-14,ziekte
P12C0010,1992-10-28,ziekte
P12C0010,1992-12-28,verlof
P12C0010,1993-09-28,ander werk
P12C0010,1994-12-28,vakantie
P12C0010,1995-07-14,vakantie
P12C0010,1995-07-28,vakantie
P12C0010,1995-11-14,ander werk
P12C0010,1996-02-14,slecht weer
P12C0010,1996-02-28,ziekte
P12C0010,1996-07-14,vakantie
P12C0010,1996-07-28,vakantie
P12C0010,1996-09-28,vakantie
P12C0010,1996-12-28,vakantie
P12C0010,1997-07-14,vakantie
P12C0010,1997-07-28,vakantie
P12C0010,1997-12-28,vakantie
P12C0010,1998-07-14,vakantie
P12C0010,1998-07-28,vakantie
P12C0010,1998-08-14,vakantie
P12C0010,1998-08-28,vakantie
P12C0010,2001-03-28,MKZ
P12C0010,2001-04-14,MKZ
P12C0010,2001-04-28,MKZ
P12C0010,2001-06-14,kraanvogels
P12C0010,2001-06-28,kraanvogels
P12C0010,2002-02-28,geen
P12C0010,2002-07-14,vakantie
P12C0010,2002-08-14,vakantie en werkzaamheden
P12C0010,2002-08-28,vakantie en werkzaamheden
P12C0010,2002-12-28,vakantie
P12C0010,2003-07-14,vakantie
P12C0010,2003-07-28,vakantie
P12C0010,2003-12-28,opnemer met verlof
P12C0010,2004-07-14,vakantie
P12C0010,2004-07-28,vakantie
P12C0011,1987-02-28,ijzel
P12C0011,1987-06-29,tijdgebrek
P12C0011,1988-01-28,slecht weer
P12C0011,1988-10-14,ziekte
P12C0011,1989-06-14,andere werkzaamheden
P12C0011,1989-09-28,andere werkzaamheden
P12C0011,1990-08-14,vakantie
P12C0011,1990-09-28,ander werk
P12C0011,1991-02-14,slecht weer
P12C0011,1992-03-28,ander werk
P12C0011,1992-06-15,ander werk
P12C0011,1992-10-14,ziekte
P12C0011,1992-10-28,ziekte
P12C0011,1992-12-28,verlof
P12C0011,1993-09-28,ander werk
P12C0011,1994-12-28,vakantie
P12C0011,1995-07-14,vakantie
P12C0011,1995-07-28,vakantie
P12C0011,1995-11-14,ander werk
P12C0011,1996-02-14,slecht weer
P12C0011,1996-02-28,ziekte
P12C0011,1996-07-14,vakantie
P12C0011,1996-07-28,vakantie
P12C0011,1996-09-28,vakantie
P12C0011,1996-12-28,vakantie
P12C0011,1997-07-14,vakantie
P12C0011,1997-07-28,vakantie
P12C0011,1997-12-28,vakantie
P12C0011,1998-07-14,vakantie
P12C0011,1998-07-28,vakantie
P12C0011,1998-08-14,vakantie
P12C0011,1998-08-28,vakantie
P12C0012,1987-02-28,ijzel
P12C0012,1987-06-29,tijdgebrek
P12C0012,1988-01-28,slecht weer
P12C0012,1988-10-14,ziekte
P12C0012,1989-06-14,andere werkzaamheden
P12C0012,1989-09-28,andere werkzaamheden
P12C0012,1990-08-14,vakantie
P12C0012,1990-09-28,ander werk
P12C0012,1991-02-14,slecht weer
P12C0012,1992-03-28,ander werk
P12C0012,1992-06-15,ander werk
P12C0012,1992-10-14,ziekte
P12C0012,1992-10-28,ziekte
P12C0012,1992-12-28,verlof
P12C0012,1993-09-28,ander werk
P12C0012,1994-12-28,vakantie
P12C0012,1995-07-14,vakantie
P12C0012,1995-07-28,vakantie
P12C0012,1995-11-14,ander werk
P12C0012,1996-02-14,slecht weer
P12C0012,1996-02-28,ziekte
P12C0012,1996-07-14,vakantie
P12C0012,1996-07-28,vakantie
P12C0012,1996-09-28,vakantie
P12C0012,1996-12-28,vakantie
P12C0012,1997-07-14,vakantie
P12C0012,1997-07-28,vakantie
P12C0012,1997-12-28,vakantie
P12C0012,1998-07-14,vakantie
P12C0012,1998-07-28,vakantie
P12C0012,1998-08-14,vakantie
P12C0012,1998-08-28,vakantie
P12C0013,1987-02-28,ijzel
P12C0013,1987-06-29,tijdgebrek
P12C0013,1988-01-28,slecht weer
P12C0013,1988-10-14,ziekte
P12C0013,1989-06-14,andere werkzaamheden
P12C0013,1989-09-28,andere werkzaamheden
P12C0013,1990-08-14,vakantie
P12C0013,1990-09-28,ander werk
P12C0013,1991-02-14,slecht weer
P12C0013,1992-03-28,ander werk
P12C0013,1992-06-15,ander werk
P12C0013,1992-10-14,ziekte
P12C0013,1992-10-28,ziekte
P12C0013,1992-12-28,verlof
P12C0013,1993-09-28,ander werk
P12C0013,1994-12-28,vakantie
P12C0013,1995-07-14,vakantie
P12C0013,1995-07-28,vakantie
P12C0013,1995-11-14,ander werk
P12C0013,1996-02-14,slecht weer
P12C0013,1996-02-28,ziekte
P12C0013,1996-07-14,vakantie
P12C0013,1996-07-28,vakantie
P12C0013,1996-09-28,vakantie
P12C0013,1996-12-28,vakantie
P12C0013,1997-07-14,vakantie
P12C0013,1997-07-28,vakantie
P12C0013,1997-12-28,vakantie
P12C0013,1998-07-14,vakantie
P12C0013,1998-07-28,vakantie
P12C0013,1998-08-14,vakantie
P12C0013,1998-08-28,vakantie
P12C0014,1987-02-28,ijzel
P12C0014,1987-06-29,tijdgebrek
P12C0014,1988-01-28,slecht weer
P12C0014,1988-10-14,ziekte
P12C0014,1989-06-14,andere werkzaamheden
P12C0014,1989-09-28,andere werkzaamheden
P12C0014,1990-08-14,vakantie
P12C0014,1990-09-28,ander werk
P12C0014,1991-02-14,slecht weer
P12C0014,1992-03-28,ander werk
P12C0014,1992-06-15,ander werk
P12C0014,1992-10-14,ziekte
P12C0014,1992-10-28,ziekte
P12C0014,1992-12-28,verlof
P12C0014,1993-09-28,ander werk
P12C0014,1994-12-28,vakantie
P12C0014,1995-07-14,vakantie
P12C0014,1995-07-28,vakantie
P12C0014,1995-11-14,ander werk
P12C0014,1996-02-14,slecht weer
P12C0014,1996-02-28,ziekte
P12C0014,1996-07-14,vakantie
P12C0014,1996-07-28,vakantie
P12C0014,1996-09-28,vakantie
P12C0014,1996-12-28,vakantie
P12C0014,1997-07-14,vakantie
P12C0014,1997-07-28,vakantie
P12C0014,1997-12-28,vakantie
P12C0014,1998-07-14,vakantie
P12C0014,1998-07-28,vakantie
P12C0014,1998-08-14,vakantie
P12C0014,1998-08-28,vakantie
P12C0015,1986-11-27,vergeten
P12C0015,1987-02-28,ijzel
P12C0015,1987-06-29,tijdgebrek
P12C0015,1988-01-28,slecht weer
P12C0015,1988-10-14,ziekte
P12C0015,1989-06-14,andere werkzaamheden
P12C0015,1989-09-28,andere werkzaamheden
P12C0015,1990-08-14,vakantie
P12C0015,1990-09-28,ander werk
P12C0015,1991-02-14,slecht weer
P12C0015,1992-03-28,ander werk
P12C0015,1992-06-15,ander werk
P12C0015,1992-10-14,ziekte
P12C0015,1992-10-28,ziekte
P12C0015,1992-12-28,verlof
P12C0015,1993-09-28,ander werk
P12C0015,1994-12-28,vakantie
P12C0015,1995-07-14,vakantie
P12C0015,1995-07-28,vakantie
P12C0015,1995-11-14,ander werk
P12C0015,1996-02-14,slecht weer
P12C0015,1996-02-28,ziekte
P12C0015,1996-07-14,vakantie
P12C0015,1996-07-28,vakantie
P12C0015,1996-09-28,vakantie
P12C0015,1996-12-28,vakantie
P12C0015,1997-07-14,vakantie
P12C0015,1997-07-28,vakantie
P12C0015,1997-12-28,vakantie
P12C0015,1998-07-14,vakantie
P12C0015,1998-07-28,vakantie
P12C0015,1998-08-14,vakantie
P12C0015,1998-08-28,vakantie
P12C0015,2001-03-28,MKZ
P12C0015,2001-04-14,MKZ
P12C0015,2001-04-28,MKZ
P12C0015,2001-06-14,kraanvogels
P12C0015,2001-06-28,kraanvogels
P12C0016,1987-02-28,ijzel
P12C0016,1987-06-29,tijdgebrek
P12C0016,1988-01-28,slecht weer
P12C0016,1988-10-14,ziekte
P12C0016,1989-06-14,andere werkzaamheden
P12C0016,1989-09-28,andere werkzaamheden
P12C0016,1990-08-14,vakantie
P12C0016,1990-09-28,ander werk
P12C0016,1991-02-14,slecht weer
P12C0016,1992-03-28,ander werk
P12C0016,1992-06-15,ander werk
P12C0016,1992-10-14,ziekte
P12C0016,1992-10-28,ziekte
P12C0016,1992-12-28,verlof
P12C0016,1993-09-28,ander werk
P12C0016,1994-12-28,vakantie
P12C0016,1995-07-14,vakantie
P12C0016,1995-07-28,vakantie
P12C0016,1995-11-14,ander werk
P12C0016,1996-02-14,slecht weer
P12C0016,1996-02-28,ziekte
P12C0016,1996-07-14,vakantie
P12C0016,1996-07-28,vakantie
P12C0016,1996-09-28,vakantie
P12C0016,1996-12-28,vakantie
P12C0016,1997-07-14,vakantie
P12C0016,1997-07-28,vakantie
P12C0016,1997-12-28,vakantie
P12C0016,1998-07-14,vakantie
P12C0016,1998-07-28,vakantie
P12C0016,1998-08-14,vakantie
P12C0016,1998-08-28,vakantie
P12C0016,2001-03-28,MKZ
P12C0016,2001-04-14,MKZ
P12C0016,2001-04-28,MKZ
P12C0016,2001-06-14,kraanvogels
P12C0016,2001-06-28,kraanvogels
P12C0016,2002-02-28,geen
P12C0016,2002-07-14,vakantie
P12C0016,2002-08-14,vakantie en werkzaamheden
P12C0016,2002-08-28,vakantie en werkzaamheden
P12C0016,2002-12-28,vakantie
P12C0016,2003-03-28,onder meetschaal (werkzaamheden)
P12C0016,2003-07-14,vakantie
P12C0016,2003-07-28,vakantie
P12C0016,2003-12-28,opnemer met verlof
P12C0016,2004-07-14,vakantie
P12C0016,2004-07-28,vakantie
P12C0017,1987-02-28,ijzel
P12C0017,1987-06-29,tijdgebrek
P12C0017,1988-01-28,slecht weer
P12C0017,1988-10-14,ziekte
P12C0017,1989-06-14,andere werkzaamheden
P12C0017,1989-09-28,andere werkzaamheden
P12C0017,1990-08-14,vakantie
P12C0017,1990-09-28,ander werk
P12C0017,1991-02-14,slecht weer
P12C0017,1992-03-28,ander werk
P12C0017,1992-06-15,ander werk
P12C0017,1992-10-14,ziekte
P12C0017,1992-10-28,ziekte
P12C0017,1992-12-28,verlof
P12C0017,1993-09-28,ander werk
P12C0017,1994-12-28,vakantie
P12C0017,1995-07-14,vakantie
P12C0017,1995-07-28,vakantie
P12C0017,1995-11-14,ander werk
P12C0017,1996-02-14,slecht weer
P12C0017,1996-02-28,ziekte
P12C0017,1996-07-14,vakantie
P12C0017,1996-07-28,vakantie
P12C0017,1996-09-28,vakantie
P12C0017,1996-12-28,vakantie
P12C0017,1997-07-14,vakantie
P12C0017,1997-07-28,vakantie
P12C0017,1997-12-28,vakantie
P12C0017,1998-07-14,vakantie
P12C0017,1998-07-28,vakantie
P12C0017,1998-08-14,vakantie
P12C0017,1998-08-28,vakantie
P12C0017,2001-03-28,MKZ
P12C0017,2001-04-14,MKZ
P12C0017,2001-04-28,MKZ
P12C0017,2001-06-14,kraanvogels
P12C0017,2001-06-28,kraanvogels
P12C0018,1987-02-28,ijzel
P12C0018,1987-06-29,tijdgebrek
P12C0018,1988-01-28,slecht weer
P12C0018,1988-10-14,ziekte
P12C0018,1989-06-14,andere werkzaamheden
P12C0018,1989-09-28,andere werkzaamheden
P12C0018,1990-08-14,vakantie
P12C0018,1990-09-28,ander werk
P12C0018,1991-02-14,slecht weer
P12C0018,1992-03-28,ander werk
P12C0018,1992-06-15,ander werk
P12C0018,1992-10-14,ziekte
P12C0018,1992-10-28,ziekte
P12C0018,1992-12-28,verlof
P12C0018,1993-09-28,ander werk
P12C0018,1994-12-28,vakantie
P12C0018,1995-07-14,vakantie
P12C0018,1995-07-28,vakantie
P12C0018,1995-11-14,ander werk
P12C0018,1996-02-14,slecht weer
P12C0018,1996-02-28,ziekte
P12C0018,1996-07-14,vakantie
P12C0018,1996-07-28,vakantie
P12C0018,1996-09-28,vakantie
P12C0018,1996-12-28,vakantie
P12C0018,1997-07-14,vakantie
P12C0018,1997-07-28,vakantie
P12C0018,1997-12-28,vakantie
P12C0018,1998-07-14,vakantie
P12C0018,1998-07-28,vakantie
P12C0018,1998-08-14,vakantie
P12C0018,1998-08-28,vakantie
P12C0018,2001-03-28,MKZ
P12C0018,2001-04-14,MKZ
P12C0018,2001-04-28,MKZ
P12C0018,2001-06-14,kraanvogels
P12C0018,2001-06-28,kraanvogels
P12C0019,1987-02-28,ijzel
P12C0019,1987-06-29,tijdgebrek
P12C0019,1988-01-28,slecht weer
P12C0019,1988-10-14,ziekte
P12C0019,1989-06-14,andere werkzaamheden
P12C0019,1989-09-28,andere werkzaamheden
P12C0019,1990-08-14,vakantie
P12C0019,1990-09-28,ander werk
P12C0019,1991-02-14,slecht weer
P12C0019,1992-03-28,ander werk
P12C0019,1992-06-15,ander werk
P12C0019,1992-10-14,ziekte
P12C0019,1992-10-28,ziekte
P12C0019,1992-12-28,verlof
P12C0019,1993-09-28,ander werk
P12C0019,1994-12-28,vakantie
P12C0019,1995-07-14,vakantie
P12C0019,1995-07-28,vakantie
P12C0019,1995-11-14,ander werk
P12C0019,1996-02-14,slecht weer
P12C0019,1996-02-28,ziekte
P12C0019,1996-07-14,vakantie
P12C0019,1996-07-28,vakantie
P12C0019,1996-09-28,vakantie
P12C0019,1996-12-28,vakantie
P12C0019,1997-07-14,vakantie
P12C0019,1997-07-28,vakantie
P12C0019,1997-12-28,vakantie
P12C0019,1998-07-14,vakantie
P12C0019,1998-07-28,vakantie
P12C0019,1998-08-14,vakantie
P12C0019,1998-08-28,vakantie
P12C0019,2001-03-28,MKZ
P12C0019,2001-04-14,MKZ
P12C0019,2001-04-28,MKZ
P12C0019,2001-06-14,kraanvogels
P12C0019,2001-06-28,kraanvogels
P12C0019,2002-02-28,geen
P12C0019,2002-07-14,vakantie
P12C0019,2002-08-14,vakantie en werkzaamheden
P12C0019,2002-08-28,vakantie en werkzaamheden
P12C0019,2002-12-28,vakantie
P12C0019,2003-07-14,vakantie
P12C0019,2003-07-28,vakantie
P12C0019,2003-12-28,opnemer met verlof
P12C0019,2004-07-14,vakantie
P12C0019,2004-07-28,vakantie
P12C0022,1987-02-28,ijzel
P12C0022,1987-06-29,tijdgebrek
P12C0022,1988-01-28,slecht weer
P12C0022,1988-10-14,ziekte
P12C0022,1989-06-14,andere werkzaamheden
P12C0022,1989-09-28,andere werkzaamheden
P12C0022,1990-08-14,vakantie
P12C0022,1990-09-28,ander werk
P12C0022,1991-02-14,slecht weer
P12C0022,1992-03-28,ander werk
P12C0022,1992-06-15,ander werk
P12C0022,1992-10-14,ziekte
P12C0022,1992-10-28,ziekte
P12C0022,1992-12-28,verlof
P12C0022,1993-09-28,ander werk
P12C0022,1994-12-28,vakantie
P12C0022,1995-07-14,vakantie
P12C0022,1995-07-28,vakantie
P12C0022,1995-11-14,ander werk
P12C0022,1996-02-14,slecht weer
P12C0022,1996-02-28,ziekte
P12C0022,1996-07-14,vakantie
P12C0022,1996-07-28,vakantie
P12C0022,1996-09-28,vakantie
P12C0022,1996-12-28,vakantie
P12C0022,1997-07-14,vakantie
P12C0022,1997-07-28,vakantie
P12C0022,1997-12-28,vakantie
P12C0022,1998-07-14,vakantie
P12C0022,1998-07-28,vakantie
P12C0022,1998-08-14,vakantie
P12C0022,1998-08-28,vakantie
P12C0022,2001-03-28,MKZ
P12C0022,2001-04-14,MKZ
P12C0022,2001-04-28,MKZ
