location,date,remark
P33B0007,2017-05-21,droog
P33B0007,2017-05-22,droog
P33B0007,2017-05-23,droog
P33B0007,2017-05-24,droog
P33B0007,2017-05-25,droog
P33B0007,2017-05-26,droog
P33B0007,2017-05-27,droog
P33B0007,2017-05-28,droog
P33B0007,2017-05-29,droog
P33B0007,2017-05-30,droog
P33B0007,2017-05-31,droog
P33B0007,2017-06-01,droog
P33B0007,2017-06-02,droog
P33B0007,2017-06-03,droog
P33B0007,2017-06-04,droog
P33B0007,2017-06-05,droog
P33B0007,2017-06-06,droog
P33B0007,2017-06-07,droog
P33B0007,2017-06-08,droog
P33B0007,2017-06-09,droog
P33B0007,2017-06-10,droog
P33B0007,2017-06-11,droog
P33B0007,2017-06-12,droog
P33B0007,2017-06-13,droog
P33B0007,2017-06-14,droog
P33B0007,2017-06-15,droog
P33B0007,2017-06-16,droog
P33B0007,2017-06-17,droog
P33B0007,2017-06-18,droog
P33B0007,2017-06-19,droog
P33B0007,2017-06-20,droog
P33B0007,2017-06-21,droog
P33B0007,2017-06-22,droog
P33B0007,2017-06-23,droog
P33B0007,2017-06-24,droog
P33B0007,2017-06-25,droog
P33B0007,2017-06-26,droog
P33B0007,2017-06-27,droog
P33B0007,2017-06-28,droog
P33B0007,2017-06-29,droog
P33B0007,2017-06-30,droog
P33B0007,2017-07-01,droog
P33B0007,2017-07-02,droog
P33B0007,2017-07-03,droog
P33B0007,2017-07-04,droog
P33B0007,2017-07-05,droog
P33B0007,2017-07-06,droog
P33B0007,2017-07-07,droog
P33B0007,2017-07-08,droog
P33B0007,2017-07-09,droog
P33B0007,2017-07-10,droog
P33B0007,2017-07-11,droog
P33B0007,2017-07-12,droog
P33B0007,2017-07-13,droog
P33B0007,2017-07-14,droog
P33B0007,2017-07-15,droog
P33B0007,2017-07-16,droog
P33B0007,2017-07-17,droog
P33B0007,2017-07-18,droog
P33B0007,2017-07-19,droog
P33B0007,2017-07-20,droog
P33B0007,2017-07-21,droog
P33B0007,2017-07-22,droog
P33B0007,2017-07-23,droog
P33B0007,2017-07-24,droog
P33B0007,2017-07-25,droog
P33B0007,2017-07-26,droog
P33B0007,2017-07-27,droog
P33B0007,2017-07-28,droog
P33B0007,2017-07-29,droog
P33B0007,2017-07-30,droog
P33B0007,2017-07-31,droog
P33B0007,2017-08-01,droog
P33B0007,2017-08-02,droog
P33B0007,2017-08-03,droog
P33B0007,2017-08-04,droog
P33B0007,2017-08-05,droog
P33B0007,2017-08-06,droog
P33B0007,2017-08-07,droog
P33B0007,2017-08-08,droog
P33B0007,2017-08-09,droog
P33B0007,2017-08-10,droog
P33B0007,2017-08-11,droog
P33B0007,2017-08-12,droog
P33B0007,2017-08-13,droog
P33B0007,2017-08-14,droog
P33B0007,2017-08-15,droog
P33B0007,2017-08-16,droog
P33B0007,2017-08-17,droog
P33B0007,2017-08-18,droog
P33B0007,2017-08-19,droog
P33B0007,2017-08-20,droog
P33B0007,2017-08-21,droog
P33B0007,2017-08-22,droog
P33B0007,2017-08-23,droog
P33B0007,2017-08-24,droog
P33B0007,2017-08-25,droog
P33B0007,2017-08-26,droog
P33B0007,2017-08-27,droog
P33B0007,2017-08-28,droog
P33B0007,2017-08-29,droog
P33B0007,2017-08-30,droog
P33B0007,2017-08-31,droog
P33B0007,2017-09-01,droog
P33B0007,2017-09-02,droog
P33B0007,2017-09-03,droog
P33B0007,2017-09-04,droog
P33B0007,2017-09-05,droog
P33B0007,2017-09-06,droog
P33B0007,2017-09-07,droog
P33B0007,2017-09-08,droog
P33B0007,2017-09-09,droog
P33B0007,2017-09-10,droog
P33B0007,2017-09-11,droog
P33B0007,2017-09-12,droog
P33B0007,2017-09-28,droog
P33B0007,2017-09-29,droog
P33B0007,2018-06-22,droog
P33B0007,2018-06-23,droog
P33B0007,2018-06-24,droog
P33B0007,2018-06-25,droog
P33B0007,2018-06-26,droog
P33B0007,2018-06-27,droog
P33B0007,2018-06-28,droog
P33B0007,2018-06-29,droog
P33B0007,2018-06-30,droog
P33B0007,2018-07-01,droog
P33B0007,2018-07-02,droog
P33B0007,2018-07-03,droog
P33B0007,2018-07-04,droog
P33B0007,2018-07-05,droog
P33B0007,2018-07-06,droog
P33B0007,2018-07-07,droog
P33B0007,2018-07-08,droog
P33B0007,2018-07-09,droog
P33B0007,2018-07-10,droog
P33B0007,2018-07-11,droog
P33B0007,2018-07-12,droog
P33B0007,2018-07-13,droog
P33B0007,2018-07-14,droog
P33B0007,2018-07-15,droog
P33B0007,2018-07-16,droog
P33B0007,2018-07-17,droog
P33B0007,2018-07-18,droog
P33B0007,2018-07-19,droog
P33B0007,2018-07-20,droog
P33B0007,2018-07-21,droog
P33B0007,2018-07-22,droog
P33B0007,2018-07-23,droog
P33B0007,2018-07-24,droog
P33B0007,2018-07-25,droog
P33B0007,2018-07-26,droog
P33B0007,2018-07-27,droog
P33B0007,2018-07-28,droog
P33B0007,2018-07-29,droog
P33B0007,2018-07-30,droog
P33B0007,2018-07-31,droog
P33B0007,2018-08-01,droog
P33B0007,2018-08-02,droog
P33B0007,2018-08-03,droog
P33B0007,2018-08-04,droog
P33B0007,2018-08-05,droog
P33B0007,2018-08-06,droog
P33B0007,2018-08-07,droog
P33B0007,2018-08-08,droog
P33B0007,2018-08-09,droog
P33B0007,2018-08-10,droog
P33B0007,2018-08-11,droog
P33B0007,2018-08-12,droog
P33B0007,2018-08-13,droog
P33B0007,2018-08-14,droog
P33B0007,2018-08-15,droog
P33B0007,2018-08-16,droog
P33B0007,2018-08-17,droog
P33B0007,2018-08-18,droog
P33B0007,2018-08-19,droog
P33B0007,2018-08-20,droog
P33B0007,2018-08-21,droog
P33B0007,2018-08-22,droog
P33B0007,2018-08-23,droog
P33B0007,2018-08-24,droog
P33B0007,2018-08-25,droog
P33B0007,2018-08-26,droog
P33B0007,2018-08-27,droog
P33B0007,2018-08-28,droog
P33B0007,2018-08-29,droog
P33B0007,2018-08-30,droog
P33B0007,2018-08-31,droog
P33B0007,2018-09-01,droog
P33B0007,2018-09-02,droog
P33B0007,2018-09-03,droog
P33B0007,2018-09-04,droog
P33B0007,2018-09-05,droog
P33B0007,2018-09-06,droog
P33B0007,2018-09-07,droog
P33B0007,2018-09-08,droog
P33B0007,2018-09-09,droog
P33B0007,2018-09-10,droog
P33B0007,2018-09-11,droog
P33B0007,2018-09-12,droog
P33B0007,2018-09-13,droog
P33B0007,2018-09-14,droog
P33B0007,2018-09-15,droog
P33B0007,2018-09-16,droog
P33B0007,2018-09-17,droog
P33B0007,2018-09-18,droog
P33B0007,2018-09-19,droog
P33B0007,2018-09-20,droog
P33B0007,2018-09-21,droog
P33B0007,2018-09-22,droog
P33B0007,2018-09-23,droog
P33B0007,2018-09-24,droog
P33B0007,2018-09-25,droog
P33B0007,2018-09-26,droog
P33B0007,2018-09-27,droog
P33B0007,2018-09-28,droog
P33B0007,2018-09-29,droog
P33B0007,2018-09-30,droog
P33B0007,2018-10-01,droog
P33B0007,2018-10-02,droog
P33B0007,2018-10-03,droog
P33B0007,2018-10-04,droog
P33B0007,2018-10-05,droog
P33B0007,2018-10-06,droog
P33B0007,2018-10-07,droog
P33B0007,2018-10-08,droog
P33B0007,2018-10-09,droog
P33B0007,2018-10-10,droog
P33B0007,2018-10-11,droog
P33B0007,2018-10-12,droog
P33B0007,2018-10-13,droog
P33B0007,2018-10-14,droog
P33B0007,2018-10-15,droog
P33B0007,2018-10-16,droog
P33B0007,2018-10-17,droog
P33B0007,2018-10-18,droog
P33B0007,2018-10-19,droog
P33B0007,2018-10-20,droog
P33B0007,2018-10-21,droog
P33B0007,2018-10-22,droog
P33B0007,2018-10-23,droog
P33B0007,2018-10-24,droog
P33B0007,2018-10-25,droog
P33B0007,2018-10-26,droog
P33B0007,2018-10-27,droog
P33B0007,2018-10-28,droog
P33B0007,2018-10-29,droog
P33B0007,2018-10-30,droog
P33B0007,2018-10-31,droog
P33B0007,2018-11-01,droog
P33B0007,2018-11-02,droog
P33B0007,2018-11-03,droog
P33B0007,2018-11-04,droog
P33B0007,2018-11-05,droog
P33B0007,2018-11-06,droog
P33B0007,2018-11-07,droog
P33B0007,2018-11-08,droog
P33B0007,2018-11-09,droog
P33B0007,2018-11-10,droog
P33B0007,2018-11-11,droog
P33B0007,2018-11-12,droog
P33B0007,2018-11-13,droog
P33B0007,2018-11-14,droog
P33B0007,2018-11-15,droog
P33B0007,2018-11-16,droog
P33B0007,2018-11-17,droog
P33B0007,2018-11-18,droog
P33B0007,2018-11-19,droog
P33B0007,2018-11-20,droog
P33B0007,2018-11-21,droog
P33B0007,2018-11-22,droog
P33B0007,2018-11-23,droog
P33B0007,2018-11-24,droog
P33B0007,2018-11-25,droog
P33B0007,2018-11-26,droog
P33B0007,2018-11-27,droog
P33B0007,2018-11-28,droog
P33B0007,2018-11-29,droog
P33B0007,2018-11-30,droog
P33B0007,2018-12-01,droog
P33B0007,2018-12-02,droog
P33B0007,2018-12-03,droog
P33B0007,2018-12-04,droog
P33B0007,2018-12-05,droog
P33B0007,2018-12-06,droog
P33B0007,2018-12-07,droog
P33B0007,2018-12-08,droog
P33B0007,2019-04-23,droog
P33B0007,2019-04-24,droog
P33B0007,2019-04-25,droog
P33B0007,2019-04-29,droog
P33B0007,2019-04-30,droog
P33B0007,2019-05-01,droog
P33B0007,2019-05-02,droog
P33B0007,2019-05-03,droog
P33B0007,2019-05-04,droog
P33B0007,2019-05-05,droog
P33B0007,2019-05-06,droog
P33B0007,2019-05-07,droog
P33B0007,2019-05-08,droog
P33B0007,2019-05-09,droog
P33B0007,2019-05-13,droog
P33B0007,2019-05-14,droog
P33B0007,2019-05-15,droog
P33B0007,2019-05-16,droog
P33B0007,2019-05-17,droog
P33B0007,2019-05-18,droog
P33B0007,2019-05-19,droog
P33B0007,2019-05-20,droog
P33B0007,2019-05-21,droog
P33B0007,2019-05-22,droog
P33B0007,2019-05-23,droog
P33B0007,2019-05-24,droog
P33B0007,2019-05-25,droog
P33B0007,2019-05-26,droog
P33B0007,2019-05-27,droog
P33B0007,2019-05-28,droog
P33B0007,2019-05-29,droog
P33B0007,2019-05-30,droog
P33B0007,2019-05-31,droog
P33B0007,2019-06-01,droog
P33B0007,2019-06-02,droog
P33B0007,2019-06-03,droog
P33B0007,2019-06-04,droog
P33B0007,2019-06-05,droog
P33B0007,2019-06-06,droog
P33B0007,2019-06-07,droog
P33B0007,2019-06-08,droog
P33B0007,2019-06-09,droog
P33B0007,2019-06-10,droog
P33B0007,2019-06-11,droog
P33B0007,2019-06-12,droog
P33B0007,2019-06-13,droog
P33B0007,2019-06-14,droog
P33B0007,2019-06-15,droog
P33B0007,2019-06-16,droog
P33B0007,2019-06-17,droog
P33B0007,2019-06-18,droog
P33B0007,2019-06-19,droog
P33B0007,2019-06-20,droog
P33B0007,2019-06-21,droog
P33B0007,2019-06-22,droog
P33B0007,2019-06-23,droog
P33B0007,2019-06-24,droog
P33B0007,2019-06-25,droog
P33B0007,2019-06-26,droog
P33B0007,2019-06-27,droog
P33B0007,2019-06-28,droog
P33B0007,2019-06-29,droog
P33B0007,2019-06-30,droog
P33B0007,2019-07-01,droog
P33B0007,2019-07-02,droog
P33B0007,2019-07-03,droog
P33B0007,2019-07-04,droog
P33B0007,2019-07-05,droog
P33B0007,2019-07-06,droog
P33B0007,2019-07-07,droog
P33B0007,2019-07-08,droog
P33B0007,2019-07-09,droog
P33B0007,2019-07-10,droog
P33B0007,2019-07-11,droog
P33B0007,2019-07-12,droog
P33B0007,2019-07-13,droog
P33B0007,2019-07-14,droog
P33B0007,2019-07-15,droog
P33B0007,2019-07-16,droog
P33B0007,2019-07-17,droog
P33B0007,2019-07-18,droog
P33B0007,2019-07-19,droog
P33B0007,2019-07-20,droog
P33B0007,2019-07-21,droog
P33B0007,2019-07-22,droog
P33B0007,2019-07-23,droog
P33B0007,2019-07-24,droog
P33B0007,2019-07-25,droog
P33B0007,2019-07-26,droog
P33B0007,2019-07-27,droog
P33B0007,2019-07-28,droog
P33B0007,2019-07-29,droog
P33B0007,2019-07-30,droog
P33B0007,2019-07-31,droog
P33B0007,2019-08-01,droog
P33B0007,2019-08-02,droog
P33B0007,2019-08-03,droog
P33B0007,2019-08-04,droog
P33B0007,2019-08-05,droog
P33B0007,2019-08-06,droog
P33B0007,2019-08-07,droog
P33B0007,2019-08-08,droog
P33B0007,2019-08-09,droog
P33B0007,2019-08-10,droog
P33B0007,2019-08-11,droog
P33B0007,2019-08-12,droog
P33B0007,2019-08-13,droog
P33B0007,2019-08-14,droog
P33B0007,2019-08-15,droog
P33B0007,2019-08-16,droog
P33B0007,2019-08-17,droog
P33B0007,2019-08-18,droog
P33B0007,2019-08-19,droog
P33B0007,2019-08-20,droog
P33B0007,2019-08-21,droog
P33B0007,2019-08-22,droog
P33B0007,2019-08-23,droog
P33B0007,2019-08-24,droog
P33B0007,2019-08-25,droog
P33B0007,2019-08-26,droog
P33B0007,2019-08-27,droog
P33B0007,2019-08-28,droog
P33B0007,2019-08-29,droog
P33B0007,2019-08-30,droog
P33B0007,2019-08-31,droog
P33B0007,2019-09-01,droog
P33B0007,2019-09-02,droog
P33B0007,2019-09-03,droog
P33B0007,2019-09-04,droog
P33B0007,2019-09-05,droog
P33B0007,2019-09-06,droog
P33B0007,2019-09-07,droog
P33B0007,2019-09-08,droog
P33B0007,2019-09-09,droog
P33B0007,2019-09-10,droog
P33B0007,2019-09-11,droog
P33B0007,2019-09-12,droog
P33B0007,2019-09-13,droog
P33B0007,2019-09-14,droog
P33B0007,2019-09-15,droog
P33B0007,2019-09-16,droog
P33B0007,2019-09-17,droog
P33B0007,2019-09-18,droog
P33B0007,2019-09-19,droog
P33B0007,2019-09-20,droog
P33B0007,2019-09-21,droog
P33B0007,2019-09-22,droog
P33B0007,2019-09-23,droog
P33B0007,2019-09-24,droog
P33B0007,2019-09-25,droog
P33B0007,2019-09-26,droog
P33B0007,2019-09-27,droog
P33B0007,2019-09-28,droog
P33B0007,2019-09-29,droog
P33B0007,2019-09-30,droog
P33B0007,2019-10-01,droog
P33B0007,2019-10-02,droog
P33B0007,2019-10-03,droog
P33B0007,2019-10-04,droog
P33B0007,2019-10-05,droog
P33B0007,2019-10-06,droog
P33B0007,2019-10-07,droog
P33B0007,2019-10-08,droog
P33B0007,2019-10-09,droog
P33B0007,2019-10-10,droog
P33B0007,2019-10-11,droog
P33B0007,2019-10-12,droog
P33B0007,2019-10-13,droog
P33B0007,2019-10-14,droog
P33B0007,2019-10-15,droog
P33B0007,2019-10-16,droog
P33B0007,2020-04-16,droog
P33B0007,2020-04-17,droog
P33B0007,2020-04-18,droog
P33B0007,2020-04-19,droog
P33B0007,2020-04-20,droog
P33B0007,2020-04-21,droog
P33B0007,2020-04-22,droog
P33B0007,2020-04-23,droog
P33B0007,2020-04-24,droog
P33B0007,2020-04-25,droog
P33B0007,2020-04-26,droog
P33B0007,2020-04-27,droog
P33B0007,2020-04-28,droog
P33B0007,2020-04-29,droog
P33B0007,2020-04-30,droog
P33B0007,2020-05-01,droog
P33B0007,2020-05-02,droog
P33B0007,2020-05-03,droog
P33B0007,2020-05-04,droog
P33B0007,2020-05-05,droog
P33B0007,2020-05-06,droog
P33B0007,2020-05-07,droog
P33B0007,2020-05-08,droog
P33B0007,2020-05-09,droog
P33B0007,2020-05-10,droog
P33B0007,2020-05-11,droog
P33B0007,2020-05-12,droog
P33B0007,2020-05-13,droog
P33B0007,2020-05-14,droog
P33B0007,2020-05-15,droog
P33B0007,2020-05-16,droog
P33B0007,2020-05-17,droog
P33B0007,2020-05-18,droog
P33B0007,2020-05-19,droog
P33B0007,2020-05-20,droog
P33B0007,2020-05-21,droog
P33B0007,2020-05-22,droog
P33B0007,2020-05-23,droog
P33B0007,2020-05-24,droog
P33B0007,2020-05-25,droog
P33B0007,2020-05-26,droog
P33B0007,2020-05-27,droog
P33B0007,2020-05-28,droog
P33B0007,2020-05-29,droog
P33B0007,2020-05-30,droog
P33B0007,2020-05-31,droog
P33B0007,2020-06-01,droog
P33B0007,2020-06-02,droog
P33B0007,2020-06-03,droog
P33B0007,2020-06-04,droog
P33B0007,2020-06-05,droog
P33B0007,2020-06-06,droog
P33B0007,2020-06-07,droog
P33B0007,2020-06-08,droog
P33B0007,2020-06-09,droog
P33B0007,2020-06-10,droog
P33B0007,2020-06-11,droog
P33B0007,2020-06-12,droog
P33B0007,2020-06-13,droog
P33B0007,2020-06-14,droog
P33B0007,2020-06-15,droog
P33B0007,2020-06-16,droog
P33B0007,2020-06-17,droog
P33B0007,2020-06-18,droog
P33B0007,2020-06-19,droog
P33B0007,2020-06-20,droog
P33B0007,2020-06-21,droog
P33B0007,2020-06-22,droog
P33B0007,2020-06-23,droog
P33B0007,2020-06-24,droog
P33B0007,2020-06-25,droog
P33B0007,2020-06-26,droog
P33B0007,2020-06-27,droog
P33B0007,2020-06-28,droog
P33B0007,2020-06-29,droog
P33B0007,2020-06-30,droog
P33B0007,2020-07-01,droog
P33B0007,2020-07-02,droog
P33B0007,2020-07-03,droog
P33B0007,2020-07-04,droog
P33B0007,2020-07-05,droog
P33B0007,2020-07-06,droog
P33B0007,2020-07-07,droog
P33B0007,2020-07-08,droog
P33B0007,2020-07-09,droog
P33B0007,2020-07-10,droog
P33B0007,2020-07-11,droog
P33B0007,2020-07-12,droog
P33B0007,2020-07-13,droog
P33B0007,2020-07-14,droog
P33B0007,2020-07-15,droog
P33B0007,2020-07-16,droog
P33B0007,2020-07-17,droog
P33B0007,2020-07-18,droog
P33B0007,2020-07-19,droog
P33B0007,2020-07-20,droog
P33B0007,2020-07-21,droog
P33B0007,2020-07-22,droog
P33B0007,2020-07-23,droog
P33B0007,2020-07-24,droog
P33B0007,2020-07-25,droog
P33B0007,2020-07-26,droog
P33B0007,2020-07-27,droog
P33B0007,2020-07-28,droog
P33B0007,2020-07-29,droog
P33B0007,2020-07-30,droog
P33B0007,2020-07-31,droog
P33B0007,2020-08-01,droog
P33B0007,2020-08-02,droog
P33B0007,2020-08-03,droog
P33B0007,2020-08-04,droog
P33B0007,2020-08-05,droog
P33B0007,2020-08-06,droog
P33B0007,2020-08-07,droog
P33B0007,2020-08-08,droog
P33B0007,2020-08-09,droog
P33B0007,2020-08-10,droog
P33B0007,2020-08-11,droog
P33B0007,2020-08-12,droog
P33B0007,2020-08-13,droog
P33B0007,2020-08-14,droog
P33B0007,2020-08-15,droog
P33B0007,2020-08-16,droog
P33B0007,2020-08-17,droog
P33B0007,2020-08-18,droog
P33B0007,2020-08-19,droog
P33B0007,2020-08-20,droog
P33B0007,2020-08-21,droog
P33B0007,2020-08-22,droog
P33B0007,2020-08-23,droog
P33B0007,2020-08-24,droog
P33B0007,2020-08-25,droog
P33B0007,2020-08-26,droog
P33B0007,2020-08-27,droog
P33B0007,2020-08-28,droog
P33B0007,2020-08-29,droog
P33B0007,2020-08-30,droog
P33B0007,2020-08-31,droog
P33B0007,2020-09-01,droog
P33B0007,2020-09-02,droog
P33B0007,2020-09-03,droog
P33B0007,2020-09-04,droog
P33B0007,2020-09-05,droog
P33B0007,2020-09-06,droog
P33B0007,2020-09-07,droog
P33B0007,2020-09-08,droog
P33B0007,2020-09-09,droog
P33B0007,2020-09-10,droog
P33B0007,2020-09-11,droog
P33B0007,2020-09-12,droog
P33B0007,2020-09-13,droog
P33B0007,2020-09-14,droog
P33B0007,2020-09-15,droog
P33B0007,2020-09-16,droog
P33B0007,2020-09-17,droog
P33B0007,2020-09-18,droog
P33B0007,2020-09-19,droog
P33B0007,2020-09-20,droog
P33B0007,2020-09-21,droog
P33B0007,2020-09-22,droog
P33B0007,2020-09-23,droog
P33B0007,2020-09-24,droog
P33B0007,2020-09-25,droog
P33B0007,2020-09-26,droog
P33B0007,2020-09-27,droog
P33B0007,2020-09-28,droog
P33B0007,2020-09-29,droog
P33B0007,2020-09-30,droog
P33B0007,2020-10-01,droog
P33B0007,2020-10-02,droog
P33B0007,2020-10-03,droog
P33B0007,2020-10-04,droog
P33B0007,2020-10-05,droog
P33B0007,2020-10-06,droog
P33B0007,2020-10-07,droog
P33B0007,2020-10-08,droog
P33B0007,2020-10-09,droog
P33B0007,2020-10-10,droog
P33B0007,2020-10-11,droog
P33B0007,2020-10-12,droog
P33B0007,2020-10-13,droog
P33B0007,2020-10-14,droog
P33B0007,2020-10-15,droog
P33B0007,2020-10-16,droog
P33B0007,2020-10-17,droog
P33B0007,2020-10-18,droog
P33B0007,2020-10-19,droog
P33B0007,2020-10-20,droog
P33B0007,2020-10-21,droog
P33B0007,2020-10-22,droog
P33B0007,2020-10-23,droog
P33B0007,2020-10-24,droog
P33B0007,2020-10-25,droog
P33B0007,2020-10-26,droog
P33B0007,2020-10-27,droog
P33B0007,2020-10-28,droog
P33B0007,2020-10-29,droog
P33B0007,2020-10-30,droog
P33B0007,2020-10-31,droog
P33B0007,2020-11-01,droog
P33B0007,2020-11-02,droog
P33F0003,1992-07-14,ontregeld door pompen
P33F0003,1992-07-28,ontregeld door pompen
P33F0004,2001-03-28,MKZ
P33F0004,2001-04-28,MKZ
P33F0004,2005-02-28,ijs
P33F0004,2005-11-28,sneeuw
P33F0004,2007-02-28,niet opgenomen
P33F0007,2001-03-28,MKZ
P33F0007,2001-04-28,MKZ
P33F0007,2005-02-28,ijs
P33F0007,2005-11-28,sneeuw
P33F0007,2007-02-28,niet opgenomen
P33F0008,2001-03-28,MKZ
P33F0008,2001-04-28,MKZ
P33F0008,2005-11-28,sneeuw
P33F0008,2007-02-28,niet opgenomen
P33F0009,1992-01-28,niet te meten i.v.m. ijs
P33F0009,2001-03-28,MKZ
P33F0009,2001-04-28,MKZ
P33F0009,2001-06-28,75=overschrijffout
P33F0009,2005-02-28,ijs
P33F0009,2005-11-28,sneeuw
P33F0009,2007-02-28,niet opgenomen
P33F0010,2001-03-28,MKZ
P33F0010,2001-04-28,MKZ
P33F0010,2005-07-14,nieuwe brug gelegd pp iets hoger geworden
P33F0010,2005-11-28,sneeuw
P33F0010,2007-02-28,niet opgenomen
P33F0013,2001-03-28,MKZ
P33F0013,2001-04-28,MKZ
P33F0014,2001-03-28,MKZ
P33F0014,2001-04-28,MKZ
P33F0014,2004-04-28,niet af te lezen
P33F0014,2004-05-28,niet af te lezen
P33F0014,2004-06-14,niet af te lezen
P33F0014,2004-06-28,niet af te lezen
P33F0014,2005-02-28,ijs
P33F0014,2005-10-28,niet af te lezen
P33F0014,2005-11-28,sneeuw
P33F0014,2006-06-28,niet af te lezen
P33F0014,2007-02-28,niet opgenomen
P33F0016,2001-03-28,MKZ
P33F0016,2001-04-28,MKZ
P33F0016,2004-06-28,onder peilschaal
P33F0016,2005-06-28,niet af te lezen
P33F0016,2005-07-14,niet af te lezen
P33F0016,2005-07-28,niet af te lezen
P33F0016,2005-09-28,niet af te lezen
P33F0016,2005-10-28,niet af te lezen
P33F0016,2005-11-28,sneeuw
P33F0016,2007-02-28,niet opgenomen
P33F0017,2001-03-28,MKZ
P33F0017,2001-04-28,MKZ
P33F0017,2005-11-28,sneeuw
P33F0017,2007-02-28,niet opgenomen
P33F0018,2001-03-28,MKZ
P33F0018,2001-04-28,MKZ
P33F0018,2005-11-28,sneeuw
P33F0018,2007-02-28,niet opgenomen
P33G0023,2018-07-11,droog
P33G0023,2018-07-12,droog
P33G0023,2018-07-13,droog
P33G0023,2018-07-14,droog
P33G0023,2018-07-15,droog
P33G0023,2018-07-16,droog
P33G0023,2018-07-17,droog
P33G0023,2018-07-18,droog
P33G0023,2018-07-19,droog
P33G0023,2018-07-20,droog
P33G0023,2018-07-21,droog
P33G0023,2018-07-22,droog
P33G0023,2018-07-23,droog
P33G0023,2018-07-24,droog
P33G0023,2018-07-25,droog
P33G0023,2018-07-26,droog
P33G0023,2018-07-27,droog
P33G0023,2018-07-28,droog
P33G0023,2018-07-29,droog
P33G0023,2018-07-30,droog
P33G0023,2018-07-31,droog
P33G0023,2018-08-01,droog
P33G0023,2018-08-02,droog
P33G0023,2018-08-03,droog
P33G0023,2018-08-04,droog
P33G0023,2018-08-05,droog
P33G0023,2018-08-06,droog
P33G0023,2018-08-07,droog
P33G0023,2018-08-08,droog
P33G0023,2018-08-09,droog
P33G0023,2018-08-10,droog
P33G0023,2018-08-11,droog
P33G0023,2018-08-12,droog
P33G0023,2018-08-13,droog
P33G0023,2018-08-14,droog
P33G0023,2018-08-15,droog
P33G0023,2018-08-16,droog
P33G0023,2018-08-17,droog
P33G0023,2018-08-18,droog
P33G0023,2018-08-19,droog
P33G0023,2018-08-20,droog
P33G0023,2018-08-21,droog
P33G0023,2018-08-22,droog
P33G0023,2018-08-23,droog
P33G0023,2018-08-24,droog
P33G0023,2018-08-25,droog
P33G0023,2018-08-26,droog
P33G0023,2018-08-27,droog
P33G0023,2018-08-28,droog
P33G0023,2018-08-29,droog
P33G0023,2018-08-30,droog
P33G0023,2018-08-31,droog
P33G0023,2018-09-01,droog
P33G0023,2018-09-02,droog
P33G0023,2018-09-03,droog
P33G0023,2018-09-04,droog
P33G0023,2018-09-05,droog
P33G0023,2018-09-06,droog
P33G0023,2018-09-07,droog
P33G0023,2018-09-08,droog
P33G0023,2018-09-09,droog
P33G0023,2018-09-10,droog
P33G0023,2018-09-11,droog
P33G0023,2018-09-12,droog
P33G0023,2018-09-13,droog
P33G0023,2018-09-14,droog
P33G0023,2018-09-15,droog
P33G0023,2018-09-16,droog
P33G0023,2018-09-17,droog
P33G0023,2018-09-18,droog
P33G0023,2018-09-19,droog
P33G0023,2018-09-20,droog
P33G0023,2018-09-21,droog
P33G0023,2018-09-22,droog
P33G0023,2018-09-23,droog
P33G0023,2018-09-24,droog
P33G0023,2018-09-25,droog
P33G0023,2018-09-26,droog
P33G0023,2018-09-27,droog
P33G0023,2018-09-28,droog
P33G0023,2018-09-29,droog
P33G0023,2018-09-30,droog
P33G0023,2018-10-01,droog
P33G0023,2018-10-02,droog
P33G0023,2018-10-03,droog
P33G0023,2018-10-04,droog
P33G0023,2018-10-05,droog
P33G0023,2018-10-06,droog
P33G0023,2018-10-07,droog
P33G0023,2018-10-08,droog
P33G0023,2018-10-09,droog
P33G0023,2018-10-10,droog
P33G0023,2018-10-11,droog
P33G0023,2018-10-12,droog
P33G0023,2018-10-13,droog
P33G0023,2018-10-14,droog
P33G0023,2018-10-15,droog
P33G0023,2018-10-16,droog
P33G0023,2018-10-17,droog
P33G0023,2018-10-18,droog
P33G0023,2018-10-19,droog
P33G0023,2018-10-20,droog
P33G0023,2018-10-21,droog
P33G0023,2018-10-22,droog
P33G0023,2018-10-23,droog
P33G0023,2018-10-24,droog
P33G0023,2018-10-25,droog
P33G0023,2018-10-26,droog
P33G0023,2018-10-27,droog
P33G0023,2018-10-28,droog
P33G0023,2018-10-29,droog
P33G0023,2018-10-30,droog
P33G0023,2018-10-31,droog
P33G0023,2018-11-01,droog
P33G0023,2018-11-02,droog
P33G0023,2018-11-03,droog
P33G0023,2018-11-04,droog
P33G0023,2018-11-05,droog
P33G0023,2018-11-06,droog
P33G0023,2018-11-07,droog
P33G0023,2018-11-08,droog
P33G0023,2018-11-09,droog
P33G0023,2018-11-10,droog
P33G0023,2018-11-11,droog
P33G0023,2018-11-12,droog
P33G0023,2018-11-13,droog
P33G0023,2018-11-14,droog
P33G0023,2018-11-15,droog
P33G0023,2018-11-16,droog
P33G0023,2018-11-17,droog
P33G0023,2018-11-18,droog
P33G0023,2018-11-19,droog
P33G0023,2018-11-20,droog
P33G0023,2018-11-21,droog
P33G0023,2018-11-22,droog
P33G0023,2018-11-23,droog
P33G0023,2018-11-24,droog
P33G0023,2018-11-25,droog
P33G0023,2018-11-26,droog
P33G0023,2018-11-27,droog
P33G0023,2018-11-28,droog
P33G0023,2018-11-29,droog
